Date,Open,High,Low,Close,Adj_Close,Volume
2020-02-05,13265.8,13353.3,13174.6,13218.4,13218.4,0
2020-02-06,13218.4,13435.9,13218.4,13332.9,13332.9,0
2020-02-07,13332.9,13431.7,13320.9,13371.0,13371.0,0
2020-02-10,13371.0,13448.2,13307.9,13425.3,13425.3,0
2020-02-11,13425.3,13550.4,13424.5,13473.3,13473.3,0
2020-02-12,13473.3,13538.3,13434.2,13494.2,13494.2,0
2020-02-13,13494.2,13494.2,13302.8,13382.6,13382.6,0
2020-02-14,13382.6,13482.3,13352.5,13403.5,13403.5,0
2020-02-17,13403.5,13456.6,13315.0,13449.2,13449.2,0
2020-02-18,13449.2,13511.4,13398.4,13475.9,13475.9,0
2020-02-19,13475.9,13476.7,13363.6,13446.8,13446.8,0
2020-02-20,13446.8,13636.6,13442.1,13573.0,13573.0,0
2020-02-21,13573.0,13573.0,13409.0,13474.0,13474.0,0
2020-02-24,13474.0,13474.0,13169.0,13169.0,13169.0,0
2020-02-25,13169.0,13169.0,12859.8,12934.9,12934.9,0
2020-02-26,12934.9,12934.9,12565.7,12660.2,12660.2,0
2020-02-27,12660.2,12798.4,12580.6,12594.6,12594.6,0
2020-02-28,12594.6,12594.6,12208.8,12210.6,12210.6,0
2020-03-02,12210.6,12264.1,11980.5,12253.8,12253.8,0
2020-03-04,12329.6,12329.6,12104.2,12148.2,12148.2,0
2020-03-05,12148.2,12460.1,12148.2,12392.6,12392.6,0
2020-03-06,12392.6,12454.4,12251.8,12356.2,12356.2,0
2020-03-09,12356.2,12356.2,11964.6,11973.0,11973.0,0
2020-03-10,11973.0,12155.5,11510.2,12155.5,12155.5,0
2020-03-11,12155.5,12198.1,11756.6,11803.5,11803.5,0
2020-03-12,11803.5,11875.8,11205.7,11323.8,11323.8,0
2020-03-13,11323.8,12038.2,10649.1,12038.2,12038.2,0
2020-03-16,12038.2,12228.7,11607.9,11607.9,11607.9,0
2020-03-17,11607.9,12676.6,11599.2,12568.5,12568.5,0
2020-03-18,12568.5,12743.3,12160.3,12450.0,12450.0,0
2020-03-19,12450.1,13039.2,12385.8,12562.1,12562.1,0
2020-03-20,12562.1,12734.7,11972.8,12173.0,12173.0,0
2020-03-23,12173.0,12173.0,11250.1,11669.3,11669.3,0
2020-03-24,11669.3,11802.0,11411.4,11802.0,11802.0,0
2020-03-25,11802.0,12213.7,11494.8,11970.1,11970.1,0
2020-03-26,11970.1,12213.1,11840.3,12021.6,12021.6,0
2020-03-27,12021.6,12337.4,11490.5,11490.5,11490.5,0
2020-03-30,11490.5,12401.4,11470.6,12401.4,12401.4,0
2020-03-31,12401.4,12401.4,11610.0,11676.4,11676.4,0
2020-04-01,11676.4,12055.9,11676.4,11994.2,11994.2,0
2020-04-02,11994.2,12019.2,11747.6,11909.3,11909.3,0
2020-04-03,11909.3,12073.3,11755.5,11874.7,11874.7,0
2020-04-06,11874.7,12396.3,11874.7,12265.8,12265.8,0
2020-04-07,12265.8,12371.6,11955.5,12078.6,12078.6,0
2020-04-08,12078.6,12261.6,11890.2,11890.2,11890.2,0
2020-04-09,11890.2,11945.7,11816.5,11910.3,11910.3,0
2020-04-13,11910.3,11910.3,11910.3,11910.3,11910.3,0
2020-04-14,11910.3,12241.5,11910.3,12224.7,12224.7,0
2020-04-15,12224.7,12408.1,12185.2,12267.6,12267.6,0
2020-04-16,12267.6,12528.4,12165.7,12528.4,12528.4,0
2020-04-17,12528.4,12693.1,12442.7,12524.6,12524.6,0
2020-04-20,12524.6,12664.2,12389.8,12389.8,12389.8,0
2020-04-21,12389.8,12420.2,12015.7,12042.0,12042.0,0
2020-04-22,12042.0,12196.4,11905.7,12136.2,12136.2,0
2020-04-23,12136.2,12190.7,11966.8,12038.0,12038.0,0
2020-04-24,12038.0,12126.4,11965.7,12011.4,12011.4,0
2020-04-27,12011.4,12205.7,11991.0,12167.2,12167.2,0
2020-04-28,12167.2,12246.8,12128.9,12177.6,12177.6,0
2020-04-29,12177.6,12177.6,11870.1,11955.8,11955.8,0
2020-04-30,11955.8,12097.2,11832.0,11955.5,11955.5,0
2020-05-01,11955.5,11955.5,11561.3,11561.3,11561.3,0
2020-05-04,11561.3,11863.8,11534.7,11858.8,11858.8,0
2020-05-05,11858.8,11927.5,11773.3,11873.3,11873.3,0
2020-05-06,11873.3,11873.3,11712.2,11802.5,11802.5,0
2020-05-07,11802.5,11829.5,11681.7,11731.5,11731.5,0
2020-05-08,11731.5,11819.9,11655.8,11701.3,11701.3,0
2020-05-11,11701.3,11794.5,11657.0,11721.4,11721.4,0
2020-05-12,11721.4,11851.6,11702.6,11758.5,11758.5,0
2020-05-13,11758.5,11758.5,11564.3,11757.7,11757.7,0
2020-05-14,11757.7,11783.8,11661.4,11661.4,11661.4,0
2020-05-15,11661.4,11777.1,11618.4,11777.1,11777.1,0
2020-05-18,11777.1,11892.8,11776.7,11864.2,11864.2,0
2020-05-19,11864.2,12030.2,11785.3,11795.1,11795.1,0
2020-05-20,11795.1,11806.6,11697.4,11750.0,11750.0,0
2020-05-21,11750.0,11791.8,11665.8,11704.2,11704.2,0
2020-05-22,11704.2,11714.1,11528.3,11558.8,11558.8,0
2020-05-25,11558.8,11741.1,11558.8,11719.2,11719.2,0
2020-05-26,11719.2,11913.9,11719.2,11896.7,11896.7,0
2020-05-27,11896.7,11911.1,11708.9,11739.2,11739.2,0
2020-05-28,11739.2,11905.9,11739.2,11820.6,11820.6,0
2020-05-29,11820.6,11952.2,11652.5,11907.5,11907.5,0
2020-06-01,11907.5,11907.5,11743.5,11875.3,11875.3,0
2020-06-02,11875.3,11990.4,11787.6,11952.3,11952.3,0
2020-06-03,11952.3,12112.6,11886.0,12109.6,12109.6,0
2020-06-04,12109.6,12332.2,12109.6,12278.9,12278.9,0
2020-06-05,12278.9,12346.8,12226.9,12299.6,12299.6,0
2020-06-08,12299.6,12299.6,12299.6,12299.6,12299.6,0
2020-06-09,12299.6,12633.3,12299.6,12582.0,12582.0,0
2020-06-10,12582.0,12702.6,12564.1,12656.5,12656.5,0
2020-06-11,12656.5,12656.5,12265.2,12336.3,12336.3,0
2020-06-12,12336.3,12424.8,12196.1,12256.6,12256.6,0
2020-06-15,12256.6,12256.6,12003.1,12003.1,12003.1,0
2020-06-16,12003.1,12370.0,12003.1,12302.1,12302.1,0
2020-06-17,12302.1,12558.7,12302.1,12555.2,12555.2,0
2020-06-18,12555.2,12626.2,12453.9,12491.8,12491.8,0
2020-06-19,12491.8,12669.1,12445.3,12445.3,12445.3,0
2020-06-22,12445.3,12488.5,12310.4,12379.3,12379.3,0
2020-06-23,12379.3,12413.6,12227.4,12305.5,12305.5,0
2020-06-24,12305.5,12339.7,12245.0,12303.3,12303.3,0
2020-06-25,12303.3,12340.6,12174.1,12206.7,12206.7,0
2020-06-26,12206.7,12354.3,12203.8,12291.5,12291.5,0
2020-06-29,12291.5,12295.5,12173.2,12269.7,12269.7,0
2020-06-30,12269.7,12614.9,12269.7,12513.8,12513.8,0
2020-07-01,12513.8,12567.8,12388.7,12470.9,12470.9,0
2020-07-02,12470.9,12672.0,12465.0,12651.4,12651.4,0
2020-07-03,12651.4,12841.3,12651.4,12815.9,12815.9,0
2020-07-06,12815.9,12893.2,12770.4,12770.4,12770.4,0
2020-07-07,12770.4,12921.5,12752.1,12861.3,12861.3,0
2020-07-08,12861.3,13031.7,12861.3,12926.8,12926.8,0
2020-07-09,12926.8,12961.6,12822.2,12822.2,12822.2,0
2020-07-10,12822.2,12886.9,12732.8,12867.9,12867.9,0
2020-07-13,12867.9,13029.8,12867.9,12959.7,12959.7,0
2020-07-14,12959.7,13001.4,12901.4,12983.5,12983.5,0
2020-07-15,12983.5,13116.8,12983.5,13116.8,13116.8,0
2020-07-16,13116.8,13116.8,12941.2,13009.3,13009.3,0
2020-07-17,13009.3,13103.6,12963.7,13047.0,13047.0,0
2020-07-20,13047.0,13050.3,12955.7,12975.0,12975.0,0
2020-07-21,12975.0,13178.8,12975.0,13151.7,13151.7,0
2020-07-22,13151.7,13151.7,12978.5,13004.9,13004.9,0
2020-07-23,13004.9,13025.4,12921.1,12974.6,12974.6,0
2020-07-24,12974.6,12991.6,12895.7,12985.4,12985.4,0
2020-07-27,12985.4,13066.4,12958.8,13007.1,13007.1,0
2020-07-28,13007.1,13163.3,12957.1,12961.8,12961.8,0
2020-07-29,12961.8,13087.5,12961.8,13016.9,13016.9,0
2020-07-30,13016.9,13240.3,13016.9,13207.2,13207.2,0
2020-07-31,13207.2,13212.6,12838.7,12925.4,12925.4,0
2020-08-03,12925.4,13063.7,12878.2,13017.7,13017.7,0
2020-08-04,13017.7,13322.4,13017.7,13284.5,13284.5,0
2020-08-05,13284.5,13301.2,13098.0,13129.4,13129.4,0
2020-08-06,13129.4,13148.6,13034.7,13088.4,13088.4,0
2020-08-07,13088.4,13145.0,12963.2,13011.3,13011.3,0
2020-08-10,13011.3,13364.4,13011.3,13295.6,13295.6,0
2020-08-11,13295.6,13426.9,13260.5,13325.4,13325.4,0
2020-08-12,13325.4,13454.1,13287.4,13388.0,13388.0,0
2020-08-13,13388.0,13588.9,13388.0,13545.2,13545.2,0
2020-08-14,13545.2,13616.0,13512.5,13555.9,13555.9,0
2020-08-17,13555.9,13558.1,13383.6,13458.7,13458.7,0
2020-08-18,13458.7,13557.2,13218.7,13338.3,13338.3,0
2020-08-19,13338.3,13338.3,13198.1,13238.6,13238.6,0
2020-08-20,13238.6,13268.6,13108.0,13180.0,13180.0,0
2020-08-21,13180.0,13337.6,13100.8,13117.8,13117.8,0
2020-08-24,13117.8,13252.4,13055.2,13191.3,13191.3,0
2020-08-25,13191.3,13268.3,13013.3,13057.7,13057.7,0
2020-08-26,13057.7,13094.8,13001.7,13057.4,13057.4,0
2020-08-27,13057.4,13267.3,13023.3,13132.6,13132.6,0
2020-08-28,13132.6,13132.6,12934.9,12954.4,12954.4,0
2020-08-31,12954.4,12955.7,12814.8,12826.1,12826.1,0
2020-09-01,12826.1,12826.1,12449.4,12484.0,12484.0,0
2020-09-02,12484.0,12774.6,12484.0,12743.3,12743.3,0
2020-09-03,12743.3,12941.3,12743.3,12876.0,12876.0,0
2020-09-04,12876.0,12876.0,12427.8,12433.7,12433.7,0
2020-09-07,12433.7,12440.5,12266.2,12368.9,12368.9,0
2020-09-08,12368.9,12434.9,12276.4,12360.7,12360.7,0
2020-09-09,12360.7,12360.7,12096.0,12160.1,12160.1,0
2020-09-10,12160.1,12279.2,12123.0,12217.8,12217.8,0
2020-09-11,12217.8,12217.8,12084.4,12181.9,12181.9,0
2020-09-14,12181.9,12209.8,12109.8,12158.5,12158.5,0
2020-09-15,12158.5,12166.6,12041.1,12114.8,12114.8,0
2020-09-16,12114.8,12226.0,12114.8,12217.8,12217.8,0
2020-09-17,12217.8,12236.8,12069.7,12158.3,12158.3,0
2020-09-18,12158.3,12221.4,12057.2,12078.8,12078.8,0
2020-09-21,12078.8,12140.3,12046.3,12107.4,12107.4,0
2020-09-22,12107.4,12282.0,12099.1,12208.6,12208.6,0
2020-09-23,12208.6,12637.1,12208.6,12586.2,12586.2,0
2020-09-24,12586.2,12586.2,12443.3,12487.7,12487.7,0
2020-09-25,12487.7,12522.4,12411.7,12494.4,12494.4,0
2020-09-28,12494.4,12494.4,12221.6,12221.6,12221.6,0
2020-09-29,12221.6,12221.6,12084.7,12134.4,12134.4,0
2020-09-30,12134.4,12134.4,11889.1,11898.6,11898.6,0
2020-10-01,11898.6,12034.8,11898.1,11902.8,11902.8,0
2020-10-02,11902.8,11912.8,11781.6,11885.1,11885.1,0
2020-10-05,11885.1,12129.2,11885.1,12116.3,12116.3,0
2020-10-06,12116.3,12184.4,12051.9,12103.0,12103.0,0
2020-10-07,12103.0,12352.3,12101.7,12328.0,12328.0,0
2020-10-08,12328.0,12442.2,12298.9,12361.8,12361.8,0
2020-10-09,12361.8,12396.4,12314.6,12329.8,12329.8,0
2020-10-12,12329.8,12411.1,12278.9,12403.5,12403.5,0
2020-10-13,12403.5,12626.0,12403.5,12576.7,12576.7,0
2020-10-14,12576.7,12747.2,12576.7,12662.6,12662.6,0
2020-10-15,12662.6,12783.0,12637.1,12682.2,12682.2,0
2020-10-16,12682.2,12724.4,12589.6,12633.0,12633.0,0
2020-10-19,12633.0,12748.8,12630.4,12697.2,12697.2,0
2020-10-20,12697.2,12730.6,12604.5,12627.8,12627.8,0
2020-10-21,12627.8,12648.0,12469.9,12486.9,12486.9,0
