Date,Open,High,Low,Close,Adj_Close,Volume
2020-02-05,7048.3,7131.0,7048.3,7106.0,7106.0,0
2020-02-06,7106.0,7165.8,7106.0,7161.2,7161.2,0
2020-02-07,7161.2,7183.4,7136.1,7152.2,7152.2,0
2020-02-10,7152.2,7187.8,7139.9,7144.3,7144.3,0
2020-02-11,7144.3,7251.6,7144.3,7208.3,7208.3,0
2020-02-12,7208.3,7210.0,7162.8,7168.3,7168.3,0
2020-02-13,7168.3,7200.6,7158.9,7187.8,7187.8,0
2020-02-14,7187.8,7224.4,7172.6,7205.2,7205.2,0
2020-02-17,7205.2,7236.6,7177.4,7181.9,7181.9,0
2020-02-18,7181.9,7181.9,7108.3,7135.5,7135.5,0
2020-02-19,7135.5,7227.0,7130.7,7225.9,7225.9,0
2020-02-20,7225.9,7308.9,7225.9,7248.0,7248.0,0
2020-02-21,7248.0,7293.9,7229.0,7229.0,7229.0,0
2020-02-24,7229.0,7229.0,6990.7,7008.0,7008.0,0
2020-02-25,7008.0,7008.0,6795.8,6902.4,6902.4,0
2020-02-26,6902.4,6902.4,6710.1,6734.6,6734.6,0
2020-02-27,6734.6,6753.2,6635.9,6672.0,6672.0,0
2020-02-28,6672.0,6672.0,6422.4,6487.5,6487.5,0
2020-03-02,6487.5,6487.5,6330.6,6459.2,6459.2,0
2020-03-04,6532.5,6532.5,6399.7,6461.3,6461.3,0
2020-03-05,6461.3,6592.8,6454.7,6473.6,6473.6,0
2020-03-06,6473.6,6473.6,6265.2,6265.2,6265.2,0
2020-03-09,6265.2,6265.2,5867.6,5867.6,5867.6,0
2020-03-10,5867.6,5956.4,5641.7,5924.4,5924.4,0
2020-03-11,5924.4,5924.4,5687.6,5687.6,5687.6,0
2020-03-12,5687.6,5687.6,5247.8,5247.8,5247.8,0
2020-03-13,5247.8,5350.0,4704.0,5350.0,5350.0,0
2020-03-16,5350.0,5350.0,4640.2,4640.2,4640.2,0
2020-03-17,4640.2,4769.1,4477.9,4714.9,4714.9,0
2020-03-18,4714.9,4714.9,4412.5,4459.0,4459.0,0
2020-03-19,4459.0,4509.0,4305.0,4395.2,4395.2,0
2020-03-20,4395.2,4609.5,4395.2,4515.6,4515.6,0
2020-03-23,4515.6,4515.6,4055.6,4321.3,4321.3,0
2020-03-24,4321.3,4517.7,4299.8,4517.7,4517.7,0
2020-03-25,4517.7,4892.5,4517.7,4892.5,4892.5,0
2020-03-26,4892.5,5105.1,4892.5,5066.8,5066.8,0
2020-03-27,5066.8,5203.8,4932.1,4937.9,4937.9,0
2020-03-30,4937.9,5109.8,4804.0,5109.8,5109.8,0
2020-03-31,5109.8,5331.2,4932.4,4984.3,4984.3,0
2020-04-01,4984.3,5207.6,4948.3,5190.1,5190.1,0
2020-04-02,5190.1,5190.1,4997.5,5074.8,5074.8,0
2020-04-03,5074.8,5095.0,4824.7,4840.4,4840.4,0
2020-04-06,4840.4,5022.8,4840.4,4951.8,4951.8,0
2020-04-07,4951.8,5099.5,4886.6,4949.9,4949.9,0
2020-04-08,4949.9,5044.7,4802.0,4948.1,4948.1,0
2020-04-09,4948.1,5204.3,4948.1,5202.7,5202.7,0
2020-04-13,5202.7,5202.7,5202.7,5202.7,5202.7,0
2020-04-14,5202.7,5347.3,5148.1,5343.2,5343.2,0
2020-04-15,5343.2,5408.3,5303.0,5360.1,5360.1,0
2020-04-16,5360.1,5360.1,5234.5,5284.7,5284.7,0
2020-04-17,5284.7,5579.6,5284.7,5524.7,5524.7,0
2020-04-20,5524.7,5524.7,5361.0,5366.6,5366.6,0
2020-04-21,5366.6,5382.6,5157.6,5163.5,5163.5,0
2020-04-22,5163.5,5199.9,5040.4,5168.5,5168.5,0
2020-04-23,5168.5,5234.6,5123.0,5166.3,5166.3,0
2020-04-24,5166.3,5185.6,5100.8,5131.1,5131.1,0
2020-04-27,5131.1,5319.5,5131.1,5316.5,5316.5,0
2020-04-28,5316.5,5423.6,5260.7,5308.1,5308.1,0
2020-04-29,5308.1,5404.0,5293.5,5404.0,5404.0,0
2020-04-30,5404.0,5653.7,5404.0,5617.5,5617.5,0
2020-05-01,5617.5,5617.5,5322.1,5322.1,5322.1,0
2020-05-04,5322.1,5409.4,5206.3,5401.5,5401.5,0
2020-05-05,5401.5,5527.7,5401.5,5467.0,5467.0,0
2020-05-06,5467.0,5486.2,5366.3,5412.8,5412.8,0
2020-05-07,5412.8,5417.3,5322.6,5341.9,5341.9,0
2020-05-08,5341.9,5422.1,5341.9,5369.1,5369.1,0
2020-05-11,5369.1,5510.2,5369.1,5495.6,5495.6,0
2020-05-12,5495.6,5497.2,5400.7,5448.4,5448.4,0
2020-05-13,5448.4,5464.0,5338.3,5464.0,5464.0,0
2020-05-14,5464.0,5470.2,5372.7,5372.7,5372.7,0
2020-05-15,5372.7,5420.6,5340.5,5409.1,5409.1,0
2020-05-18,5409.1,5488.6,5396.6,5408.1,5408.1,0
2020-05-19,5408.1,5605.3,5408.1,5519.2,5519.2,0
2020-05-20,5519.2,5646.5,5479.1,5607.5,5607.5,0
2020-05-21,5607.5,5677.2,5603.1,5624.5,5624.5,0
2020-05-22,5624.5,5658.7,5594.5,5607.2,5607.2,0
2020-05-25,5607.2,5785.4,5607.2,5774.4,5774.4,0
2020-05-26,5774.4,5923.6,5774.4,5896.2,5896.2,0
2020-05-27,5896.2,5907.2,5820.2,5837.8,5837.8,0
2020-05-28,5837.8,5965.8,5837.8,5898.3,5898.3,0
2020-05-29,5898.3,5904.7,5786.1,5825.0,5825.0,0
2020-06-01,5825.0,5867.7,5758.5,5864.6,5864.6,0
2020-06-02,5864.6,5970.9,5864.6,5931.9,5931.9,0
2020-06-03,5931.9,6033.5,5931.9,6031.0,6031.0,0
2020-06-04,6031.0,6102.3,5994.9,6036.3,6036.3,0
2020-06-05,6036.3,6066.7,6012.6,6036.9,6036.9,0
2020-06-08,6036.9,6036.9,6036.9,6036.9,6036.9,0
2020-06-09,6036.9,6272.6,6036.9,6195.7,6195.7,0
2020-06-10,6195.7,6233.2,6150.8,6187.1,6187.1,0
2020-06-11,6187.1,6187.1,5948.2,5964.2,5964.2,0
2020-06-12,5964.2,5964.2,5752.5,5851.5,5851.5,0
2020-06-15,5851.5,5874.4,5751.1,5751.1,5751.1,0
2020-06-16,5751.1,5965.7,5751.1,5933.6,5933.6,0
2020-06-17,5933.6,6014.6,5933.6,6005.7,6005.7,0
2020-06-18,6005.7,6005.7,5889.7,5947.2,5947.2,0
2020-06-19,5947.2,6053.9,5947.2,5993.7,5993.7,0
2020-06-22,5993.7,5993.7,5852.1,5856.2,5856.2,0
2020-06-23,5856.2,5950.6,5823.1,5908.4,5908.4,0
2020-06-24,5908.4,5918.3,5805.4,5810.5,5810.5,0
2020-06-25,5810.5,5810.5,5651.0,5693.4,5693.4,0
2020-06-26,5693.4,5753.9,5659.9,5737.0,5737.0,0
2020-06-29,5737.0,5737.0,5553.1,5581.4,5581.4,0
2020-06-30,5581.4,5777.5,5581.4,5724.2,5724.2,0
2020-07-01,5724.2,5793.3,5702.2,5747.3,5747.3,0
2020-07-02,5747.3,5837.1,5747.3,5821.8,5821.8,0
2020-07-03,5821.8,5901.7,5761.2,5796.2,5796.2,0
2020-07-06,5796.2,5810.3,5716.4,5717.5,5717.5,0
2020-07-07,5717.5,5764.4,5698.9,5702.9,5702.9,0
2020-07-08,5702.9,5715.3,5554.6,5554.6,5554.6,0
2020-07-09,5554.6,5627.5,5554.6,5583.3,5583.3,0
2020-07-10,5583.3,5591.9,5511.3,5530.4,5530.4,0
2020-07-13,5530.4,5609.5,5482.3,5540.7,5540.7,0
2020-07-14,5540.7,5540.7,5453.5,5493.1,5493.1,0
2020-07-15,5493.1,5623.2,5493.1,5598.9,5598.9,0
2020-07-16,5598.9,5664.8,5581.8,5615.0,5615.0,0
2020-07-17,5615.0,5659.1,5593.7,5659.1,5659.1,0
2020-07-20,5659.1,5671.4,5560.0,5592.4,5592.4,0
2020-07-21,5592.4,5733.7,5592.4,5733.7,5733.7,0
2020-07-22,5733.7,5733.7,5585.1,5613.0,5613.0,0
2020-07-23,5613.0,5675.1,5613.0,5661.4,5661.4,0
2020-07-24,5661.4,5661.4,5569.5,5592.0,5592.0,0
2020-07-27,5592.0,5607.1,5557.1,5607.1,5607.1,0
2020-07-28,5607.1,5685.4,5601.9,5606.5,5606.5,0
2020-07-29,5606.5,5656.3,5588.5,5615.3,5615.3,0
2020-07-30,5615.3,5667.5,5607.1,5620.5,5620.5,0
2020-07-31,5620.5,5620.5,5467.9,5512.4,5512.4,0
2020-08-03,5512.4,5521.1,5432.6,5519.4,5519.4,0
2020-08-04,5519.4,5640.2,5519.4,5595.8,5595.8,0
2020-08-05,5595.8,5602.4,5488.9,5512.5,5512.5,0
2020-08-06,5512.5,5572.0,5511.2,5556.1,5556.1,0
2020-08-07,5556.1,5561.2,5510.8,5536.3,5536.3,0
2020-08-10,5536.3,5657.6,5526.7,5629.2,5629.2,0
2020-08-11,5629.2,5689.5,5607.8,5646.5,5646.5,0
2020-08-12,5646.5,5666.6,5602.9,5648.7,5648.7,0
2020-08-13,5648.7,5662.5,5563.7,5606.5,5606.5,0
2020-08-14,5606.5,5699.1,5603.0,5670.1,5670.1,0
2020-08-17,5670.1,5670.1,5576.6,5591.4,5591.4,0
2020-08-18,5591.4,5666.4,5572.6,5655.9,5655.9,0
2020-08-19,5655.9,5708.5,5640.4,5679.0,5679.0,0
2020-08-20,5679.0,5679.0,5583.5,5612.7,5612.7,0
2020-08-21,5612.7,5688.7,5612.7,5683.4,5683.4,0
2020-08-24,5683.4,5720.0,5674.3,5715.5,5715.5,0
2020-08-25,5715.5,5785.8,5698.9,5753.5,5753.5,0
2020-08-26,5753.5,5756.4,5666.7,5701.6,5701.6,0
2020-08-27,5701.6,5776.1,5692.0,5740.5,5740.5,0
2020-08-28,5740.5,5744.9,5679.1,5699.7,5699.7,0
2020-08-31,5699.7,5765.5,5694.6,5751.9,5751.9,0
2020-09-01,5751.9,5751.9,5617.1,5666.7,5666.7,0
2020-09-02,5666.7,5822.6,5666.7,5809.6,5809.6,0
2020-09-03,5809.6,5907.4,5809.6,5904.3,5904.3,0
2020-09-04,5904.3,5904.3,5762.2,5799.6,5799.6,0
2020-09-07,5799.6,5799.6,5655.7,5702.8,5702.8,0
2020-09-08,5702.8,5784.8,5702.8,5751.8,5751.8,0
2020-09-09,5751.8,5751.8,5583.1,5623.2,5623.2,0
2020-09-10,5623.2,5701.8,5617.1,5657.0,5657.0,0
2020-09-11,5657.0,5660.8,5581.5,5637.8,5637.8,0
2020-09-14,5637.8,5725.7,5623.2,5714.5,5714.5,0
2020-09-15,5714.5,5731.5,5678.5,5717.0,5717.0,0
2020-09-16,5717.0,5812.1,5717.0,5812.1,5812.1,0
2020-09-17,5812.1,5812.4,5716.7,5732.1,5732.1,0
2020-09-18,5732.1,5753.2,5632.4,5632.4,5632.4,0
2020-09-21,5632.4,5632.4,5568.8,5590.7,5590.7,0
2020-09-22,5590.7,5596.7,5556.1,5585.3,5585.3,0
2020-09-23,5585.3,5808.5,5585.3,5808.5,5808.5,0
2020-09-24,5808.5,5808.5,5726.0,5800.7,5800.7,0
2020-09-25,5800.7,5844.0,5761.0,5844.0,5844.0,0
2020-09-28,5844.0,5862.5,5812.1,5827.9,5827.9,0
2020-09-29,5827.9,5893.7,5827.9,5866.7,5866.7,0
2020-09-30,5866.7,5866.7,5711.4,5711.4,5711.4,0
2020-10-01,5711.4,5831.9,5711.4,5781.1,5781.1,0
2020-10-02,5781.1,5781.1,5664.6,5685.4,5685.4,0
2020-10-05,5685.4,5835.4,5685.4,5824.3,5824.3,0
2020-10-06,5824.3,5844.0,5771.1,5844.0,5844.0,0
2020-10-07,5844.0,5888.8,5828.6,5867.0,5867.0,0
2020-10-08,5867.0,5892.7,5847.9,5865.9,5865.9,0
2020-10-09,5865.9,5925.4,5859.5,5902.8,5902.8,0
2020-10-12,5902.8,5905.1,5848.0,5886.9,5886.9,0
2020-10-13,5886.9,5964.2,5886.9,5938.9,5938.9,0
2020-10-14,5938.9,5938.9,5870.6,5879.8,5879.8,0
2020-10-15,5879.8,5927.3,5879.8,5887.1,5887.1,0
2020-10-16,5887.1,5888.3,5796.1,5810.4,5810.4,0
2020-10-19,5810.4,5898.9,5810.4,5873.3,5873.3,0
2020-10-20,5873.3,5887.5,5830.2,5844.8,5844.8,0
2020-10-21,5844.8,5881.8,5833.8,5848.9,5848.9,0
2020-10-22,5848.9,5870.1,5741.7,5851.1,5851.1,0
2020-10-23,5851.1,5859.0,5807.4,5836.7,5836.7,0
2020-10-26,5836.7,5903.0,5813.3,5813.3,5813.3,0
2020-10-27,5813.3,5813.3,5698.7,5707.3,5707.3,0
2020-10-28,5707.3,5713.0,5661.3,5695.8,5695.8,0
2020-10-29,5695.8,5695.8,5569.2,5586.9,5586.9,0
2020-10-30,5586.9,5590.8,5465.9,5487.4,5487.4,0
2020-11-02,5487.4,5528.8,5485.9,5495.6,5495.6,0
2020-11-03,5495.6,5664.2,5495.6,5645.2,5645.2,0
2020-11-04,5645.2,5769.4,5645.2,5727.9,5727.9,0
2020-11-05,5727.9,5803.3,5727.9,5773.8,5773.8,0
2020-11-06,5773.8,5843.9,5756.8,5841.0,5841.0,0
2020-11-09,5841.0,5956.8,5841.0,5956.8,5956.8,0
2020-11-10,5956.8,6331.0,5956.8,6180.9,6180.9,0
2020-11-11,6180.9,6331.1,6180.9,6321.9,6321.9,0
2020-11-12,6321.9,6324.2,6227.9,6274.5,6274.5,0
2020-11-13,6274.5,6277.2,6188.0,6237.3,6237.3,0
2020-11-16,6237.3,6275.4,6237.3,6263.7,6263.7,0
2020-11-17,6263.7,6314.6,6252.4,6278.3,6278.3,0
2020-11-18,6278.3,6313.8,6264.8,6294.3,6294.3,0
2020-11-19,6294.3,6347.6,6270.6,6297.9,6297.9,0
2020-11-20,6297.9,6309.6,6266.7,6290.6,6290.6,0
2020-11-23,6290.6,6332.0,6274.6,6274.6,6274.6,0
2020-11-24,6274.6,6334.0,6274.6,6319.2,6319.2,0
2020-11-25,6319.2,6397.2,6310.2,6311.7,6311.7,0
2020-11-26,6311.7,6345.6,6240.3,6240.3,6240.3,0
2020-11-27,6240.3,6286.6,6210.4,6231.7,6231.7,0
2020-11-30,6231.7,6283.6,6158.2,6158.2,6158.2,0
2020-12-01,6158.2,6231.7,6121.2,6196.4,6196.4,0
2020-12-02,6196.4,6249.4,6188.5,6236.5,6236.5,0
2020-12-03,6236.5,6248.3,6182.3,6204.8,6204.8,0
2020-12-04,6204.8,6235.9,6172.5,6172.5,6172.5,0
2020-12-07,6172.5,6260.2,6172.5,6223.6,6223.6,0
2020-12-08,6223.6,6260.7,6209.3,6210.6,6210.6,0
2020-12-09,6210.6,6261.3,6210.6,6232.4,6232.4,0
2020-12-10,6232.4,6232.4,6163.6,6170.5,6170.5,0
2020-12-11,6170.5,6170.5,6055.3,6078.1,6078.1,0
2020-12-14,6078.1,6135.7,6078.1,6085.0,6085.0,0
2020-12-15,6085.0,6150.1,6085.0,6132.7,6132.7,0
2020-12-16,6132.7,6174.9,6132.7,6143.8,6143.8,0
2020-12-17,6143.8,6176.1,6103.5,6176.1,6176.1,0
2020-12-18,6176.1,6180.2,6075.1,6086.1,6086.1,0
2020-12-21,6086.1,6086.1,5992.6,6049.0,6049.0,0
2020-12-22,6049.0,6049.0,5965.8,5978.6,5978.6,0
2020-12-23,5978.6,6051.9,5978.6,6031.1,6031.1,0
2020-12-24,6031.1,6086.9,6031.1,6059.8,6059.8,0
2020-12-29,6059.8,6133.4,6059.8,6095.3,6095.3,0
2020-12-30,6095.3,6095.3,6008.2,6045.9,6045.9,0
2020-12-31,6045.9,6053.7,5973.8,5973.8,5973.8,0
2021-01-04,5973.8,6024.1,5969.3,6024.1,6024.1,0
2021-01-05,6024.1,6024.1,5917.3,5965.6,5965.6,0
2021-01-06,5965.6,5967.6,5896.4,5908.2,5908.2,0
2021-01-07,5908.2,5977.0,5908.2,5950.4,5950.4,0
2021-01-08,5950.4,6000.0,5950.4,6000.0,6000.0,0
2021-01-11,6000.0,6003.0,5902.9,5902.9,5902.9,0
2021-01-12,5902.9,5950.6,5862.0,5862.0,5862.0,0
2021-01-13,5862.0,5867.6,5790.8,5825.9,5825.9,0
2021-01-14,5825.9,5884.9,5823.7,5866.7,5866.7,0
2021-01-15,5866.7,5891.7,5856.6,5856.6,5856.6,0
2021-01-18,5856.6,5856.6,5811.5,5817.1,5817.1,0
2021-01-19,5817.1,5923.6,5817.1,5895.2,5895.2,0
2021-01-20,5895.2,6003.5,5895.2,5984.4,5984.4,0
2021-01-21,5984.4,6024.0,5952.2,5976.8,5976.8,0
2021-01-22,5976.8,5977.8,5939.3,5939.3,5939.3,0
2021-01-25,5939.3,5949.3,5878.8,5883.8,5883.8,0
2021-01-27,5883.8,5913.3,5850.1,5853.8,5853.8,0
2021-01-28,5853.8,5853.8,5715.2,5754.5,5754.5,0
2021-01-29,5754.5,5897.1,5754.5,5794.9,5794.9,0
2021-02-01,5794.9,5829.6,5707.1,5791.3,5791.3,0
2021-02-02,5791.3,5946.5,5791.3,5937.8,5937.8,0
2021-02-03,5937.8,6035.6,5937.8,5974.8,5974.8,0
2021-02-04,5974.8,5978.8,5882.3,5882.3,5882.3,0
2021-02-05,5882.3,6030.6,5882.3,6019.8,6019.8,0
2021-02-08,6019.8,6047.0,5986.5,5986.5,5986.5,0
2021-02-09,5986.5,5986.5,5906.3,5906.3,5906.3,0
2021-02-10,5906.3,5943.1,5903.1,5909.3,5909.3,0
2021-02-11,5909.3,5909.3,5817.7,5860.4,5860.4,0
2021-02-12,5860.4,5882.4,5782.5,5790.6,5790.6,0
2021-02-15,5790.6,5838.9,5790.6,5813.7,5813.7,0
2021-02-16,5813.7,5926.7,5813.7,5925.6,5925.6,0
2021-02-17,5925.6,5953.6,5831.0,5833.8,5833.8,0
2021-02-18,5833.8,5858.6,5761.1,5764.4,5764.4,0
2021-02-19,5764.4,5774.1,5685.0,5724.8,5724.8,0
