StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
NAG,21997008.0,24896354.0,71.84503,1.76,81.315,-30.09,-2.86273,-3.7256298,-0.045050003,-0.0817,306173.0,0.001,0.5,295886.0,-827402.0,-876491.0,-0.002,2201111.0,0.004,5100441.0,40.16,2.53,0.025,-135383.0,-1543586.0,-0.10204083,0.066,0.03,0.04383871,0.05116667,69285.0,97555.0,499932000.0,292605403.0
NCM,20511911936.0,21002147840.0,5.2299623,2.3736181,5.355,11.445,0.16497,0.2922,0.05712,0.07818,3921999872.0,5.054,0.06,1354000000.0,1835000064.0,647000000.0,0.831,1516000000.0,1.863,2075000064.0,24.091,2.9,10.583,1471000064.0,626374976.0,-0.14702886,38.15,20.7,26.620605,30.31957,3239102.0,3364485.0,816556992.0,799406854.0
ABC,1875057024.0,2362233344.0,1.2825288,1.5572435,1.616,10.782,0.0645,0.092609994,0.03677,0.080979995,1462000000.0,2.272,-0.073,226000000.0,219100000.0,94300000.0,0.144,481700000.0,0.745,985600000.0,82.518,4.273,1.843,264700000.0,96275000.0,-0.18,3.71,1.74,3.189394,2.8977144,1184332.0,776813.0,653329984.0,367009200.0
AGD,113214008.0,114721056.0,1.1633767,1.9417475,1.179,2.598,0.14857,0.31458,0.19132,0.26529,97315000.0,0.176,-0.102,47904000.0,44160000.0,14458000.0,0.025,10015000.0,0.018,12857000.0,22.362,1.1,0.103,33113000.0,24023124.0,1.1052632,0.41,0.093,0.20693548,0.23184782,207079.0,123131.0,566070016.0,59290305.0
AGS,29419502.0,27983514.0,1548.3949,1.9642859,1472.816,-20.263,0.0,-94.73684,-0.07441,-0.11946999,19000.0,0.0,-0.683,19000.0,-1381000.0,-1751000.0,-0.011,1561000.0,0.009,125000.0,0.839,3.764,0.084,-1035000.0,-3487625.0,0.57142866,0.262857,0.084489,0.17387097,0.2005853,28724.0,39005.0,178300000.0,54650758.0
AGY,173315008.0,169031456.0,1468.8958,7.3913045,1432.591,-119.084,0.0,-12.02693,-0.03507,-0.098079994,117990.0,0.0,0.176,114159.0,-1419429.0,-2458187.0,-0.002,4402844.0,0.004,118942.0,0.512,32.744,0.023,-1871030.0,-719011.0,1.3287673,0.215,0.026,0.11306452,0.06774276,5057540.0,7129318.0,1019500032.0,727832773.0
AIS,157452656.0,154811168.0,0.692669,1.7291666,0.681,5.222,-0.16871001,-0.09942,-0.07598,-0.50952,227312992.0,0.441,0.004,10010000.0,29646000.0,-38351000.0,-0.074,56834000.0,0.03,56165000.0,76.26,1.748,0.048,30238000.0,21188124.0,0.56603765,0.13,0.028,0.103,0.0706558,8129475.0,9727780.0,1897020032.0,1048648138.0
AJX,42853132.0,41294108.0,7.0495377,7.444445,6.793,-17.457,-1.0076699,-0.44618,-0.15970999,-2.1083999,6078857.0,0.012,-0.173,2313099.0,-2365423.0,-6125476.0,-0.013,4741251.0,0.007,3526769.0,64.979,6.413,0.009,-3175135.0,-3668590.0,0.0806452,0.1,0.028,0.057258066,0.06362319,2912059.0,4344033.0,639598976.0,460850198.0
ALD,6534832640.0,8659549184.0,0.32587188,2.5834155,0.432,57.773,-0.01989,-0.0110599995,-0.01869,-0.14074,20053379072.0,79.782,-0.219,1918342000.0,149890000.0,-398836992.0,-1.587,18100000.0,0.072,2129200000.0,83.721,1.164,10.13,506359008.0,380330144.0,-0.22505182,35.03,18.32,28.785454,27.294394,811888.0,1533552.0,249707008.0,247929627.0
AGG,12688000000.0,4170282240.0,3.248336,0.8437068,1.068,2.701,0.07552,0.24936001,0.082370006,0.21517,3905999872.0,9.32,0.264,903000000.0,1544000000.0,617000000.0,0.7,1292000000.0,3.101,2884999936.0,94.652,2.647,7.23,1308000000.0,67000000.0,0.00993371,14.0,4.8,6.0480647,7.287971,24559.0,15234.0,2080000000.0,412937533.0
