,MSE,rf_n_estimators,rf_max_depth,rf_max_leaves,rf_min_samples_split,rf_n_bins,scalers
465,1.7905155637104933,50,1000,1000,50,512,StandardScaler
466,1.790146923810528,50,1000,1000,50,512,MinMaxScaler
467,1.790538250001694,50,1000,1000,50,512,QuantileTransformer
468,1.7905087381831568,50,1000,500,2,32,StandardScaler
469,1.7901809088552108,50,1000,500,2,32,MinMaxScaler
470,1.7904775711760406,50,1000,500,2,32,QuantileTransformer
471,1.7904882560394104,50,1000,500,2,128,StandardScaler
472,1.7902001958519866,50,1000,500,2,128,MinMaxScaler
473,1.7905465431821743,50,1000,500,2,128,QuantileTransformer
474,1.7905699789544358,50,1000,500,2,512,StandardScaler
475,1.7902491844332185,50,1000,500,2,512,MinMaxScaler
476,1.7906368607230512,50,1000,500,2,512,QuantileTransformer
477,1.7905974245853489,50,1000,500,10,32,StandardScaler
478,1.7902444994548277,50,1000,500,10,32,MinMaxScaler
479,1.790533889825986,50,1000,500,10,32,QuantileTransformer
480,1.790540043403523,50,1000,500,10,128,StandardScaler
481,1.7902225094385849,50,1000,500,10,128,MinMaxScaler
482,1.7905679407548885,50,1000,500,10,128,QuantileTransformer
483,1.7905892375465688,50,1000,500,10,512,StandardScaler
484,1.7902553806434005,50,1000,500,10,512,MinMaxScaler
485,1.79064070928077,50,1000,500,10,512,QuantileTransformer
486,1.7905984658419207,50,1000,500,20,32,StandardScaler
487,1.790220049439844,50,1000,500,20,32,MinMaxScaler
488,1.790505035350195,50,1000,500,20,32,QuantileTransformer
489,1.7905113417867764,50,1000,500,20,128,StandardScaler
490,1.7901614407916682,50,1000,500,20,128,MinMaxScaler
491,1.7905092996100942,50,1000,500,20,128,QuantileTransformer
492,1.7905303479298451,50,1000,500,20,512,StandardScaler
493,1.7901800684685143,50,1000,500,20,512,MinMaxScaler
494,1.7905643959736173,50,1000,500,20,512,QuantileTransformer
495,1.790514715065844,50,1000,500,50,32,StandardScaler
496,1.7901419127778384,50,1000,500,50,32,MinMaxScaler
497,1.7904036868239166,50,1000,500,50,32,QuantileTransformer
498,1.790399489306308,50,1000,500,50,128,StandardScaler
499,1.7900529242592158,50,1000,500,50,128,MinMaxScaler
500,1.790390171612028,50,1000,500,50,128,QuantileTransformer
501,1.7904017622435873,50,1000,500,50,512,StandardScaler
502,1.7900490251212842,50,1000,500,50,512,MinMaxScaler
503,1.7904237494403858,50,1000,500,50,512,QuantileTransformer
504,1.7903949655511022,50,1000,200,2,32,StandardScaler
505,1.7900807455893315,50,1000,200,2,32,MinMaxScaler
506,1.7903634736715446,50,1000,200,2,32,QuantileTransformer
507,1.7903728340696707,50,1000,200,2,128,StandardScaler
508,1.7900965904442792,50,1000,200,2,128,MinMaxScaler
509,1.7904267561121696,50,1000,200,2,128,QuantileTransformer
510,1.7904483886256586,50,1000,200,2,512,StandardScaler
511,1.7901410820343786,50,1000,200,2,512,MinMaxScaler
512,1.7905120575683948,50,1000,200,2,512,QuantileTransformer
513,1.79047443281159,50,1000,200,10,32,StandardScaler
514,1.7901365349709624,50,1000,200,10,32,MinMaxScaler
515,1.7904138620556025,50,1000,200,10,32,QuantileTransformer
516,1.790419897010988,50,1000,200,10,128,StandardScaler
517,1.7901158471345286,50,1000,200,10,128,MinMaxScaler
518,1.790446903559558,50,1000,200,10,128,QuantileTransformer
519,1.790467448432793,50,1000,200,10,512,StandardScaler
520,1.790147714023957,50,1000,200,10,512,MinMaxScaler
521,1.7905170502163317,50,1000,200,10,512,QuantileTransformer
522,1.7904767151985996,50,1000,200,20,32,StandardScaler
523,1.790114231649442,50,1000,200,20,32,MinMaxScaler
524,1.7903874610854793,50,1000,200,20,32,QuantileTransformer
525,1.7903936409328716,50,1000,200,20,128,StandardScaler
526,1.7900584270421274,50,1000,200,20,128,MinMaxScaler
527,1.790391955202422,50,1000,200,20,128,QuantileTransformer
528,1.7904122654563606,50,1000,200,20,512,StandardScaler
529,1.7900766385004958,50,1000,200,20,512,MinMaxScaler
530,1.7904451756335604,50,1000,200,20,512,QuantileTransformer
531,1.7903976858433446,50,1000,200,50,32,StandardScaler
532,1.7900404146202613,50,1000,200,50,32,MinMaxScaler
533,1.7902915060450624,50,1000,200,50,32,QuantileTransformer
534,1.7902876098911464,50,1000,200,50,128,StandardScaler
535,1.789955436865141,50,1000,200,50,128,MinMaxScaler
536,1.7902789307912603,50,1000,200,50,128,QuantileTransformer
537,1.7902901723483915,50,1000,200,50,512,StandardScaler
538,1.7899520308884105,50,1000,200,50,512,MinMaxScaler
539,1.7903115127022908,50,1000,200,50,512,QuantileTransformer
540,1.7902804119679043,50,1000,100,2,32,StandardScaler
541,1.7899742657005142,50,1000,100,2,32,MinMaxScaler
542,1.7902389020105602,50,1000,100,2,32,QuantileTransformer
543,1.790247257506755,50,1000,100,2,128,StandardScaler
544,1.789979266107251,50,1000,100,2,128,MinMaxScaler
545,1.7902969285927746,50,1000,100,2,128,QuantileTransformer
546,1.7903164342200577,50,1000,100,2,512,StandardScaler
547,1.790021458276325,50,1000,100,2,512,MinMaxScaler
548,1.7903769692765,50,1000,100,2,512,QuantileTransformer
549,1.7903403783778624,50,1000,100,10,32,StandardScaler
550,1.790016142626797,50,1000,100,10,32,MinMaxScaler
551,1.7902811671305574,50,1000,100,10,32,QuantileTransformer
552,1.7902868569271018,50,1000,100,10,128,StandardScaler
553,1.7899954915279093,50,1000,100,10,128,MinMaxScaler
554,1.7903124508314008,50,1000,100,10,128,QuantileTransformer
555,1.7903316938712783,50,1000,100,10,512,StandardScaler
556,1.7900247583419893,50,1000,100,10,512,MinMaxScaler
557,1.7903791607860775,50,1000,100,10,512,QuantileTransformer
558,1.7903405969715414,50,1000,100,20,32,StandardScaler
559,1.7899927857435969,50,1000,100,20,32,MinMaxScaler
560,1.7902552169427408,50,1000,100,20,32,QuantileTransformer
561,1.7902612966083824,50,1000,100,20,128,StandardScaler
562,1.7899396132659466,50,1000,100,20,128,MinMaxScaler
563,1.790259971337621,50,1000,100,20,128,QuantileTransformer
564,1.7902796185314964,50,1000,100,20,512,StandardScaler
565,1.7899574940266296,50,1000,100,20,512,MinMaxScaler
566,1.7903115134648289,50,1000,100,20,512,QuantileTransformer
567,1.7902660567201458,50,1000,100,50,32,StandardScaler
568,1.7899231006566154,50,1000,100,50,32,MinMaxScaler
569,1.7901643733242678,50,1000,100,50,32,QuantileTransformer
570,1.7901607711178729,50,1000,100,50,128,StandardScaler
571,1.7898418686640227,50,1000,100,50,128,MinMaxScaler
572,1.7901527129962054,50,1000,100,50,128,QuantileTransformer
573,1.790163649427411,50,1000,100,50,512,StandardScaler
574,1.7898389697866346,50,1000,100,50,512,MinMaxScaler
575,1.7901844265084617,50,1000,100,50,512,QuantileTransformer
576,1.7901552471753006,100,50,1000,2,32,StandardScaler
577,1.7898618144920309,100,50,1000,2,32,MinMaxScaler
578,1.790118352926377,100,50,1000,2,32,QuantileTransformer
579,1.7901252422377905,100,50,1000,2,128,StandardScaler
580,1.7898596195544585,100,50,1000,2,128,MinMaxScaler
581,1.7901630338016248,100,50,1000,2,128,QuantileTransformer
582,1.7901777664805585,100,50,1000,2,512,StandardScaler
583,1.789883562455422,100,50,1000,2,512,MinMaxScaler
584,1.7902115120390767,100,50,1000,2,512,QuantileTransformer
585,1.7901742334538069,100,50,1000,10,32,StandardScaler
586,1.789859905857436,100,50,1000,10,32,MinMaxScaler
587,1.7901103950252109,100,50,1000,10,32,QuantileTransformer
588,1.790113682415792,100,50,1000,10,128,StandardScaler
589,1.7898251931314957,100,50,1000,10,128,MinMaxScaler
590,1.7901281241927185,100,50,1000,10,128,QuantileTransformer
591,1.7901412475227103,100,50,1000,10,512,StandardScaler
592,1.7898388349427667,100,50,1000,10,512,MinMaxScaler
593,1.7901649614850954,100,50,1000,10,512,QuantileTransformer
594,1.7901282873643478,100,50,1000,20,32,StandardScaler
595,1.7897912199760084,100,50,1000,20,32,MinMaxScaler
596,1.7900403288685085,100,50,1000,20,32,QuantileTransformer
597,1.7900431761980014,100,50,1000,20,128,StandardScaler
598,1.7897274947385855,100,50,1000,20,128,MinMaxScaler
599,1.79003230150488,100,50,1000,20,128,QuantileTransformer
600,1.790044945284213,100,50,1000,20,512,StandardScaler
601,1.78972777617497,100,50,1000,20,512,MinMaxScaler
602,1.7900542316390076,100,50,1000,20,512,QuantileTransformer
603,1.790008538542739,100,50,1000,50,32,StandardScaler
604,1.7896786317367444,100,50,1000,50,32,MinMaxScaler
605,1.789907825044026,100,50,1000,50,32,QuantileTransformer
606,1.7899003189252451,100,50,1000,50,128,StandardScaler
607,1.7895884959986283,100,50,1000,50,128,MinMaxScaler
608,1.789882423457699,100,50,1000,50,128,QuantileTransformer
609,1.7898871905695923,100,50,1000,50,512,StandardScaler
610,1.7895662325969226,100,50,1000,50,512,MinMaxScaler
611,1.7898826023604857,100,50,1000,50,512,QuantileTransformer
612,1.7898548439871933,100,50,500,2,32,StandardScaler
613,1.7895728150615713,100,50,500,2,32,MinMaxScaler
614,1.789819972456904,100,50,500,2,32,QuantileTransformer
615,1.7898269145252224,100,50,500,2,128,StandardScaler
616,1.7895716100256842,100,50,500,2,128,MinMaxScaler
617,1.7898639076491198,100,50,500,2,128,QuantileTransformer
618,1.7898783988554228,100,50,500,2,512,StandardScaler
619,1.7895955551006586,100,50,500,2,512,MinMaxScaler
620,1.7899115024151329,100,50,500,2,512,QuantileTransformer
621,1.7898759330998424,100,50,500,10,32,StandardScaler
622,1.7895736825507749,100,50,500,10,32,MinMaxScaler
623,1.789815101718481,100,50,500,10,32,QuantileTransformer
624,1.789818572727788,100,50,500,10,128,StandardScaler
625,1.789541155375685,100,50,500,10,128,MinMaxScaler
626,1.7898330873201165,100,50,500,10,128,QuantileTransformer
627,1.7898460271297565,100,50,500,10,512,StandardScaler
628,1.7895551702576364,100,50,500,10,512,MinMaxScaler
629,1.789869469314585,100,50,500,10,512,QuantileTransformer
630,1.7898344614989428,100,50,500,20,32,StandardScaler
631,1.7895101979414882,100,50,500,20,32,MinMaxScaler
632,1.7897503666301162,100,50,500,20,32,QuantileTransformer
633,1.7897534066858365,100,50,500,20,128,StandardScaler
634,1.7894496947252745,100,50,500,20,128,MinMaxScaler
635,1.789743528259449,100,50,500,20,128,QuantileTransformer
636,1.7897560014858502,100,50,500,20,512,StandardScaler
637,1.7894508190985157,100,50,500,20,512,MinMaxScaler
638,1.7897655369836625,100,50,500,20,512,QuantileTransformer
639,1.789721819683839,100,50,500,50,32,StandardScaler
640,1.7894043286967027,100,50,500,50,32,MinMaxScaler
641,1.789625388092337,100,50,500,50,32,QuantileTransformer
642,1.7896184449520565,100,50,500,50,128,StandardScaler
643,1.789318332506442,100,50,500,50,128,MinMaxScaler
644,1.7896017775273212,100,50,500,50,128,QuantileTransformer
645,1.7896066553669416,100,50,500,50,512,StandardScaler
646,1.7892977045186065,100,50,500,50,512,MinMaxScaler
647,1.7896028032179023,100,50,500,50,512,QuantileTransformer
648,1.7895757898840652,100,50,200,2,32,StandardScaler
649,1.7893040740457955,100,50,200,2,32,MinMaxScaler
650,1.789541305701173,100,50,200,2,32,QuantileTransformer
651,1.7895475819665012,100,50,200,2,128,StandardScaler
652,1.7893013567673888,100,50,200,2,128,MinMaxScaler
653,1.7895820086673526,100,50,200,2,128,QuantileTransformer
654,1.789595182031098,100,50,200,2,512,StandardScaler
655,1.7893226752671938,100,50,200,2,512,MinMaxScaler
656,1.7896269223082335,100,50,200,2,512,QuantileTransformer
657,1.7895929233027663,100,50,200,10,32,StandardScaler
658,1.7893018628935888,100,50,200,10,32,MinMaxScaler
659,1.789534851550233,100,50,200,10,32,QuantileTransformer
660,1.7895384779051553,100,50,200,10,128,StandardScaler
661,1.7892713208323647,100,50,200,10,128,MinMaxScaler
662,1.7895530300991358,100,50,200,10,128,QuantileTransformer
663,1.7895657846269346,100,50,200,10,512,StandardScaler
664,1.7892856395680654,100,50,200,10,512,MinMaxScaler
665,1.7895889446946611,100,50,200,10,512,QuantileTransformer
666,1.7895554690029667,100,50,200,20,32,StandardScaler
667,1.789243078770576,100,50,200,20,32,MinMaxScaler
668,1.7894749322554795,100,50,200,20,32,QuantileTransformer
669,1.7894781368773285,100,50,200,20,128,StandardScaler
670,1.7891855265018333,100,50,200,20,128,MinMaxScaler
671,1.789469155050183,100,50,200,20,128,QuantileTransformer
672,1.789481455627878,100,50,200,20,512,StandardScaler
673,1.7891873934957792,100,50,200,20,512,MinMaxScaler
674,1.7894911941646197,100,50,200,20,512,QuantileTransformer
675,1.789449298315794,100,50,200,50,32,StandardScaler
676,1.7891433290190797,100,50,200,50,32,MinMaxScaler
677,1.789356817458748,100,50,200,50,32,QuantileTransformer
678,1.7893503838405935,100,50,200,50,128,StandardScaler
679,1.78906114061208,100,50,200,50,128,MinMaxScaler
680,1.7893348306520596,100,50,200,50,128,QuantileTransformer
681,1.789339797986764,100,50,200,50,512,StandardScaler
682,1.7890419946959362,100,50,200,50,512,MinMaxScaler
683,1.7893366033267657,100,50,200,50,512,QuantileTransformer
684,1.789307903912619,100,50,100,2,32,StandardScaler
685,1.789042486842011,100,50,100,2,32,MinMaxScaler
686,1.789267045751104,100,50,100,2,32,QuantileTransformer
687,1.7892720259804773,100,50,100,2,128,StandardScaler
688,1.7890319269064978,100,50,100,2,128,MinMaxScaler
689,1.7893032227994905,100,50,100,2,128,QuantileTransformer
690,1.7893144544860091,100,50,100,2,512,StandardScaler
691,1.7890508338624842,100,50,100,2,512,MinMaxScaler
692,1.7893434862160915,100,50,100,2,512,QuantileTransformer
693,1.7893107547594331,100,50,100,10,32,StandardScaler
694,1.7890301367726609,100,50,100,10,32,MinMaxScaler
695,1.7892545770052963,100,50,100,10,32,QuantileTransformer
696,1.7892581065163895,100,50,100,10,128,StandardScaler
697,1.789000487903566,100,50,100,10,128,MinMaxScaler
698,1.789272005640295,100,50,100,10,128,QuantileTransformer
699,1.789284042167455,100,50,100,10,512,StandardScaler
700,1.7890137443789813,100,50,100,10,512,MinMaxScaler
701,1.789306617601503,100,50,100,10,512,QuantileTransformer
702,1.789274569863723,100,50,100,20,32,StandardScaler
703,1.7889732348878908,100,50,100,20,32,MinMaxScaler
704,1.7891973494252629,100,50,100,20,32,QuantileTransformer
705,1.7892007093276896,100,50,100,20,128,StandardScaler
706,1.7889184381945284,100,50,100,20,128,MinMaxScaler
707,1.7891925665459674,100,50,100,20,128,QuantileTransformer
708,1.7892047084545952,100,50,100,20,512,StandardScaler
709,1.7889210051755753,100,50,100,20,512,MinMaxScaler
710,1.7892146402974884,100,50,100,20,512,QuantileTransformer
711,1.7891744431838388,100,50,100,50,32,StandardScaler
712,1.7888792089899583,100,50,100,50,32,MinMaxScaler
713,1.7890856472740229,100,50,100,50,32,QuantileTransformer
714,1.7890796908280655,100,50,100,50,128,StandardScaler
715,1.7888005772922566,100,50,100,50,128,MinMaxScaler
716,1.78906518086733,100,50,100,50,128,QuantileTransformer
717,1.7890702341569888,100,50,100,50,512,StandardScaler
718,1.788782822119517,100,50,100,50,512,MinMaxScaler
719,1.789067657383092,100,50,100,50,512,QuantileTransformer
720,1.789043497168931,100,100,1000,2,32,StandardScaler
721,1.7887909501453696,100,100,1000,2,32,MinMaxScaler
722,1.78901370144923,100,100,1000,2,32,QuantileTransformer
723,1.7890206967116788,100,100,1000,2,128,StandardScaler
724,1.7887920726606807,100,100,1000,2,128,MinMaxScaler
725,1.7890554517437598,100,100,1000,2,128,QuantileTransformer
726,1.7890692329772364,100,100,1000,2,512,StandardScaler
727,1.7888157857456528,100,100,1000,2,512,MinMaxScaler
728,1.7891005037058263,100,100,1000,2,512,QuantileTransformer
729,1.7890692879321088,100,100,1000,10,32,StandardScaler
730,1.7887983085308758,100,100,1000,10,32,MinMaxScaler
731,1.78901609952664,100,100,1000,10,32,QuantileTransformer
732,1.7890199663056392,100,100,1000,10,128,StandardScaler
733,1.7887712248520289,100,100,1000,10,128,MinMaxScaler
734,1.7890345085013886,100,100,1000,10,128,QuantileTransformer
735,1.789046891002757,100,100,1000,10,512,StandardScaler
736,1.788785979911532,100,100,1000,10,512,MinMaxScaler
737,1.789069466174854,100,100,1000,10,512,QuantileTransformer
738,1.7890387090680544,100,100,1000,20,32,StandardScaler
739,1.7887476496669372,100,100,1000,20,32,MinMaxScaler
740,1.7889645003530052,100,100,1000,20,32,QuantileTransformer
741,1.7889679637957636,100,100,1000,20,128,StandardScaler
742,1.7886953023756924,100,100,1000,20,128,MinMaxScaler
743,1.7889605217202045,100,100,1000,20,128,QuantileTransformer
744,1.7889724743973174,100,100,1000,20,512,StandardScaler
745,1.7886984013138434,100,100,1000,20,512,MinMaxScaler
746,1.7889825047251082,100,100,1000,20,512,QuantileTransformer
747,1.7889438529166706,100,100,1000,50,32,StandardScaler
748,1.788658602499603,100,100,1000,50,32,MinMaxScaler
749,1.7888584169272046,100,100,1000,50,32,QuantileTransformer
750,1.7888528658000615,100,100,1000,50,128,StandardScaler
751,1.7885831730273796,100,100,1000,50,128,MinMaxScaler
752,1.788839249893044,100,100,1000,50,128,QuantileTransformer
753,1.7888443434626422,100,100,1000,50,512,StandardScaler
754,1.7885665986522747,100,100,1000,50,512,MinMaxScaler
755,1.788842264141774,100,100,1000,50,512,QuantileTransformer
756,1.7888191034660534,100,100,500,2,32,StandardScaler
757,1.7885750513542409,100,100,500,2,32,MinMaxScaler
758,1.788790693807678,100,100,500,2,32,QuantileTransformer
759,1.7887976628366862,100,100,500,2,128,StandardScaler
760,1.788576726114919,100,100,500,2,128,MinMaxScaler
761,1.78883168639081,100,100,500,2,128,QuantileTransformer
762,1.788845220399731,100,100,500,2,512,StandardScaler
763,1.7886002509005363,100,100,500,2,512,MinMaxScaler
764,1.788875877065131,100,100,500,2,512,QuantileTransformer
765,1.7888458819261397,100,100,500,10,32,StandardScaler
766,1.788583927545513,100,100,500,10,32,MinMaxScaler
767,1.7887948274917027,100,100,500,10,32,QuantileTransformer
768,1.7887987683615758,100,100,500,10,128,StandardScaler
769,1.7885583034175327,100,100,500,10,128,MinMaxScaler
770,1.7888132374514445,100,100,500,10,128,QuantileTransformer
771,1.7888254178228615,100,100,500,10,512,StandardScaler
772,1.7885731552525936,100,100,500,10,512,MinMaxScaler
773,1.7888476606763524,100,100,500,10,512,QuantileTransformer
774,1.788818096979918,100,100,500,20,32,StandardScaler
775,1.78853663574016,100,100,500,20,32,MinMaxScaler
776,1.7887466782898924,100,100,500,20,32,QuantileTransformer
777,1.788750225139926,100,100,500,20,128,StandardScaler
778,1.7884865409490034,100,100,500,20,128,MinMaxScaler
779,1.7887434118415106,100,100,500,20,128,QuantileTransformer
780,1.7887551741168697,100,100,500,20,512,StandardScaler
781,1.7884900991874275,100,100,500,20,512,MinMaxScaler
782,1.7887652699799594,100,100,500,20,512,QuantileTransformer
783,1.7887280510989407,100,100,500,50,32,StandardScaler
784,1.788452131577897,100,100,500,50,32,MinMaxScaler
785,1.7886457336328203,100,100,500,50,32,QuantileTransformer
786,1.7886405489763957,100,100,500,50,128,StandardScaler
787,1.7883796620528023,100,100,500,50,128,MinMaxScaler
788,1.7886277443075984,100,100,500,50,128,QuantileTransformer
789,1.7886328628066823,100,100,500,50,512,StandardScaler
790,1.7883641563207435,100,100,500,50,512,MinMaxScaler
791,1.7886312237719553,100,100,500,50,512,QuantileTransformer
792,1.7886085063139812,100,100,200,2,32,StandardScaler
793,1.7883721886784318,100,100,200,2,32,MinMaxScaler
794,1.7885801088315978,100,100,200,2,32,QuantileTransformer
795,1.7885864356973922,100,100,200,2,128,StandardScaler
796,1.78837227763207,100,100,200,2,128,MinMaxScaler
797,1.7886181921762043,100,100,200,2,128,QuantileTransformer
798,1.7886305453103382,100,100,200,2,512,StandardScaler
799,1.7883933479235326,100,100,200,2,512,MinMaxScaler
800,1.7886599679567634,100,100,200,2,512,QuantileTransformer
801,1.7886311087623474,100,100,200,10,32,StandardScaler
802,1.7883776026715308,100,100,200,10,32,MinMaxScaler
803,1.788582038726365,100,100,200,10,32,QuantileTransformer
804,1.7885860416050836,100,100,200,10,128,StandardScaler
805,1.7883533251742108,100,100,200,10,128,MinMaxScaler
806,1.7886004273952238,100,100,200,10,128,QuantileTransformer
807,1.7886124109497967,100,100,200,10,512,StandardScaler
808,1.788368246950022,100,100,200,10,512,MinMaxScaler
809,1.7886343275737635,100,100,200,10,512,QuantileTransformer
810,1.7886058751787277,100,100,200,20,32,StandardScaler
811,1.788333404228453,100,100,200,20,32,MinMaxScaler
812,1.788537057516005,100,100,200,20,32,QuantileTransformer
813,1.7885406754483162,100,100,200,20,128,StandardScaler
814,1.7882854011220843,100,100,200,20,128,MinMaxScaler
815,1.7885344375351142,100,100,200,20,128,QuantileTransformer
816,1.78854601423135,100,100,200,20,512,StandardScaler
817,1.7882893703024951,100,100,200,20,512,MinMaxScaler
818,1.78855615749038,100,100,200,20,512,QuantileTransformer
819,1.7885202754841076,100,100,200,50,32,StandardScaler
820,1.788253100612422,100,100,200,50,32,MinMaxScaler
821,1.7884408692586624,100,100,200,50,32,QuantileTransformer
822,1.788436021628354,100,100,200,50,128,StandardScaler
823,1.7881833885378435,100,100,200,50,128,MinMaxScaler
824,1.788423964615907,100,100,200,50,128,QuantileTransformer
825,1.7884290998697632,100,100,200,50,512,StandardScaler
826,1.7881688668151343,100,100,200,50,512,MinMaxScaler
827,1.7884278607188566,100,100,200,50,512,QuantileTransformer
828,1.7884034788538778,100,100,100,2,32,StandardScaler
829,1.788171539663954,100,100,100,2,32,MinMaxScaler
830,1.7883691972885802,100,100,100,2,32,QuantileTransformer
831,1.788374331870544,100,100,100,2,128,StandardScaler
832,1.788164507585267,100,100,100,2,128,MinMaxScaler
833,1.7884032288427256,100,100,100,2,128,QuantileTransformer
834,1.788413849308936,100,100,100,2,512,StandardScaler
835,1.788183312092021,100,100,100,2,512,MinMaxScaler
836,1.7884408572011017,100,100,100,2,512,QuantileTransformer
837,1.7884128985139391,100,100,100,10,32,StandardScaler
838,1.7881673556868103,100,100,100,10,32,MinMaxScaler
839,1.788365107617059,100,100,100,10,32,QuantileTransformer
840,1.7883689602870596,100,100,100,10,128,StandardScaler
841,1.7881435152144471,100,100,100,10,128,MinMaxScaler
842,1.788382670540965,100,100,100,10,128,QuantileTransformer
843,1.7883939934902118,100,100,100,10,512,StandardScaler
844,1.788157330956779,100,100,100,10,512,MinMaxScaler
845,1.7884153274230088,100,100,100,10,512,QuantileTransformer
846,1.7883879236248563,100,100,100,20,32,StandardScaler
847,1.7881239023142708,100,100,100,20,32,MinMaxScaler
848,1.78832155895593,100,100,100,20,32,QuantileTransformer
849,1.7883252486097758,100,100,100,20,128,StandardScaler
850,1.788077880113678,100,100,100,20,128,MinMaxScaler
851,1.7883195611600835,100,100,100,20,128,QuantileTransformer
852,1.788330968442594,100,100,100,20,512,StandardScaler
853,1.7880822514789942,100,100,100,20,512,MinMaxScaler
854,1.7883411661006068,100,100,100,20,512,QuantileTransformer
855,1.788306545319459,100,100,100,50,32,StandardScaler
856,1.788047593496738,100,100,100,50,32,MinMaxScaler
857,1.7882298851255838,100,100,100,50,32,QuantileTransformer
858,1.7882253593701634,100,100,100,50,128,StandardScaler
859,1.7879804894499949,100,100,100,50,128,MinMaxScaler
860,1.7882140153699124,100,100,100,50,128,QuantileTransformer
861,1.7882191715122533,100,100,100,50,512,StandardScaler
862,1.7879669093189203,100,100,100,50,512,MinMaxScaler
863,1.7882183185582543,100,100,100,50,512,QuantileTransformer
864,1.788197754364307,100,400,1000,2,32,StandardScaler
865,1.787976097640301,100,400,1000,2,32,MinMaxScaler
866,1.7881729202724022,100,400,1000,2,32,QuantileTransformer
867,1.788179777521081,100,400,1000,2,128,StandardScaler
868,1.7879791105077874,100,400,1000,2,128,MinMaxScaler
869,1.7882117833367486,100,400,1000,2,128,QuantileTransformer
870,1.7882246214763589,100,400,1000,2,512,StandardScaler
871,1.7880020175923927,100,400,1000,2,512,MinMaxScaler
872,1.7882535699805346,100,400,1000,2,512,QuantileTransformer
873,1.7882267593787309,100,400,1000,10,32,StandardScaler
874,1.7879886255383306,100,400,1000,10,32,MinMaxScaler
875,1.788181263773065,100,400,1000,10,32,QuantileTransformer
876,1.7881853592492765,100,400,1000,10,128,StandardScaler
877,1.7879667438584408,100,400,1000,10,128,MinMaxScaler
878,1.7881995525300995,100,400,1000,10,128,QuantileTransformer
879,1.7882111570301888,100,400,1000,10,512,StandardScaler
880,1.7879817356337784,100,400,1000,10,512,MinMaxScaler
881,1.7882324383545218,100,400,1000,10,512,QuantileTransformer
882,1.7882059917944066,100,400,1000,20,32,StandardScaler
883,1.7879498930838849,100,400,1000,20,32,MinMaxScaler
884,1.788141876914428,100,400,1000,20,32,QuantileTransformer
885,1.7881456048272582,100,400,1000,20,128,StandardScaler
886,1.7879056485500688,100,400,1000,20,128,MinMaxScaler
887,1.788140377189322,100,400,1000,20,128,QuantileTransformer
888,1.7881515959204888,100,400,1000,20,512,StandardScaler
889,1.7879103123669906,100,400,1000,20,512,MinMaxScaler
890,1.7881617867712547,100,400,1000,20,512,QuantileTransformer
891,1.7881283244902024,100,400,1000,50,32,StandardScaler
892,1.7878770861882776,100,400,1000,50,32,MinMaxScaler
893,1.788054192318478,100,400,1000,50,32,QuantileTransformer
894,1.7880499410456316,100,400,1000,50,128,StandardScaler
895,1.787812353038625,100,400,1000,50,128,MinMaxScaler
896,1.7880392114672785,100,400,1000,50,128,QuantileTransformer
897,1.7880443588625397,100,400,1000,50,512,StandardScaler
898,1.7877995754612428,100,400,1000,50,512,MinMaxScaler
899,1.7880438129577685,100,400,1000,50,512,QuantileTransformer
900,1.7880239867175045,100,400,500,2,32,StandardScaler
901,1.787808901790686,100,400,500,2,32,MinMaxScaler
902,1.7880001525417892,100,400,500,2,32,QuantileTransformer
903,1.7880069501660942,100,400,500,2,128,StandardScaler
904,1.7878122307592064,100,400,500,2,128,MinMaxScaler
905,1.788038307973202,100,400,500,2,128,QuantileTransformer
906,1.7880509143512422,100,400,500,2,512,StandardScaler
907,1.78783487793809,100,400,500,2,512,MinMaxScaler
908,1.7880793060304916,100,400,500,2,512,QuantileTransformer
909,1.7880534079585446,100,400,500,10,32,StandardScaler
910,1.7878222729202315,100,400,500,10,32,MinMaxScaler
911,1.7880094991423066,100,400,500,10,32,QuantileTransformer
912,1.7880136140545932,100,400,500,10,128,StandardScaler
913,1.7878014184875453,100,400,500,10,128,MinMaxScaler
914,1.7880276737530816,100,400,500,10,128,QuantileTransformer
915,1.7880390822782295,100,400,500,10,512,StandardScaler
916,1.7878163754385137,100,400,500,10,512,MinMaxScaler
917,1.7880600278109138,100,400,500,10,512,QuantileTransformer
918,1.7880344753563178,100,400,500,20,32,StandardScaler
919,1.787785837771339,100,400,500,20,32,MinMaxScaler
920,1.7879724651351552,100,400,500,20,32,QuantileTransformer
921,1.7879762209752068,100,400,500,20,128,StandardScaler
922,1.7877432457890328,100,400,500,20,128,MinMaxScaler
923,1.7879714106783502,100,400,500,20,128,QuantileTransformer
924,1.7879824435157072,100,400,500,20,512,StandardScaler
925,1.787748162092149,100,400,500,20,512,MinMaxScaler
926,1.787992611796693,100,400,500,20,512,QuantileTransformer
927,1.7879602341080825,100,400,500,50,32,StandardScaler
928,1.7877162632286543,100,400,500,50,32,MinMaxScaler
929,1.787888470516715,100,400,500,50,32,QuantileTransformer
930,1.7878844703078942,100,400,500,50,128,StandardScaler
931,1.7876537437691378,100,400,500,50,128,MinMaxScaler
932,1.7878743047187646,100,400,500,50,128,QuantileTransformer
933,1.7878794360850991,100,400,500,50,512,StandardScaler
934,1.787641700937053,100,400,500,50,512,MinMaxScaler
935,1.7878791643681886,100,400,500,50,512,QuantileTransformer
936,1.7878596008480396,100,400,200,2,32,StandardScaler
