Date,Price,Volume,Dividends,Stock Splits,OpenClose_spread,Highlow_spread,5_Days_MA,10_Days_MA,15_Days_MA,30_Days_MA,5_Days_VAR,15_Days_VAR,30_Days_VAR,15_Days_EWMA,15_Days_RSI,15_Days_MFI,15_Days_ATR,ForceIndex,Typical_MACD
2021-03-03,9.536606788635254,4430562,0.0,0.0,-0.14205437397005127,0.25569805377803334,9.477890968322754,9.540395164489746,9.661614990234375,9.87911672592163,0.008000144765895922,0.050393710975705885,0.0807558561859373,9.649290325026657,39.061007828848226,25.991258875327034,0.21971139135535012,-2139897.1874370575,0.1571379383617444
2021-03-04,9.479784965515137,4344324,0.0,0.0,0.0,0.09470350999915844,9.496831703186036,9.493990516662597,9.631941413879394,9.862701511383056,0.005399193233818513,0.04686094965979633,0.08567688624060021,9.628102155087715,37.217517212410755,25.84899328975264,0.2253935902024865,-2015968.2526702804,0.1556789147872344
2021-03-05,9.565017700195312,6719191,0.0,0.0,-0.1420543552510125,0.25569892324329757,9.534712982177734,9.48452024459839,9.61236941019694,9.85007438659668,0.0010941904385537765,0.04310093082872575,0.08834068820957656,9.620216598226165,41.64379826175593,31.90102180470916,0.22665626645369366,-636325.6682138443,0.14596249395195215
2021-03-08,9.574487686157228,3165201,0.0,0.0,0.13258472389490095,0.1988766342625805,9.54228916168213,9.493043422698975,9.594060134887695,9.832080777486166,0.0014170524621393873,0.038840396005513436,0.08821730513445117,9.614500484217547,42.12949358144098,34.883396419379935,0.2279190039181323,269775.71847153275,0.13593108280538857
2021-03-09,9.451375007629396,7714994,0.0,0.0,-0.0852329754666119,0.1657306852784597,9.521454429626466,9.4902024269104,9.566280619303388,9.811877473195393,0.0028968371127955517,0.034104921350220495,0.09104108140525027,9.594109799644027,37.75283074832514,30.304730440932687,0.23107578981111085,-219182.65462873995,0.13634359734172108
2021-03-10,9.519314765930176,3443243,0.1308,0.0,-0.07576335949328161,0.20834720649715877,9.51799602508545,9.497943496704101,9.532928784688316,9.794570159912109,0.0028256324546345507,0.018392717914642857,0.0919111982745234,9.584760420429795,41.355063834067096,26.233263139023734,0.21236991848490813,266543.84379673004,0.12969332348332507
2021-03-11,9.528910636901855,7971360,0.0,0.0,0.11515289049667565,0.2686900778255783,9.527821159362794,9.512326431274413,9.505267397562665,9.781686496734618,0.0023697267945785544,0.005513993999775133,0.09366949159767321,9.577779197488802,41.864183190295165,34.43471450694756,0.2074364713500755,1146515.4931640625,0.12223952578475128
2021-03-12,9.63446807861328,2754359,0.0,0.0,-0.019191689969080272,0.1343454903987027,9.541711235046387,9.538212108612061,9.503583908081055,9.769164689381917,0.00462605472538666,0.004999320252111973,0.09245523218413432,9.58486530762936,47.26044747547502,39.13896817276465,0.191138629742082,712984.4834604214,0.10658607610336546
2021-03-15,9.615275382995604,2092886,0.0,0.0,0.038384298514239745,0.13434458722291254,9.549868774414062,9.546078968048096,9.511985206604004,9.756634457906086,0.005627219943735599,0.0058001035840803405,0.09140971101383352,9.58866656705014,46.42103656545222,44.22066654225142,0.1874846296499778,164644.39977645501,0.0946383624580669
2021-03-16,9.701640129089355,3344640,0.0,0.0,-0.047979681767811755,0.15353717802604372,9.599921798706053,9.56068811416626,9.526775550842284,9.738144079844156,0.0058289688939007,0.00806087643096877,0.08254938207083301,9.602788262305042,50.64725411674838,49.18664126041001,0.1901694126158252,488623.34472655656,0.07730962287711307
2021-03-17,9.624871253967283,4302956,0.0,0.0,0.07676859510456424,0.18232609973872194,9.621033096313475,9.569514560699464,9.53897336324056,9.718673133850098,0.0038031056817886652,0.008074290642470488,0.07495463201097899,9.60554863626282,47.108361073847334,51.01418627380412,0.18525267562353728,379798.11068724823,0.06897596654419935
2021-03-18,9.490527153015137,3879416,0.0,0.0,-0.12474919220403713,0.15353718574225184,9.613356399536132,9.570588779449462,9.546003087361653,9.6959867477417,0.005865754517060784,0.006497362794584525,0.06915819759666378,9.59117095085686,41.65154522536413,54.16296215180896,0.17811782475514745,41673.4140625,0.0723776060568273
2021-03-19,9.46173858642578,8564817,0.0,0.0,-0.08636398497352538,0.14394089010973588,9.578810501098634,9.56026086807251,9.551744906107585,9.666974226633707,0.010009545208221907,0.004895407042057806,0.056225861359160315,9.574991905302975,40.57250462798939,55.599260483270946,0.17442190285300552,-884566.7093582306,0.07651441604613574
2021-03-22,9.624871253967283,2954266,0.0,0.0,0.009595388576222774,0.10555659556964159,9.580729675292968,9.565299224853515,9.557629203796386,9.646240584055583,0.010202917507003289,0.0052239017392959565,0.04424602756833568,9.581226823886013,48.64926906025182,54.36037493086072,0.18160160719300247,148846.46133994006,0.06587011516782404
2021-03-23,9.883966445922852,6051688,0.0,0.0,0.1919214821778148,0.2686909902027601,9.617194938659669,9.60855836868286,9.579523722330729,9.639194297790528,0.02787407352269649,0.0123168387279645,0.03918810659800787,9.619069276640618,58.29472241333385,53.95183085206123,0.17511075995947525,2617908.4160232437,0.03611134429328722
2021-03-24,9.893562316894531,2876060,0.0,0.0,-0.028787995008061174,0.15833534527512505,9.670933151245118,9.645983123779297,9.603320757548014,9.632467873891194,0.04334432964177319,0.018622831042306803,0.03419717999952504,9.653380906672355,58.60327575969649,55.06358121015679,0.18031251214663974,1076358.4114265442,0.01161906009135727
2021-03-25,9.91275405883789,3178801,0.0,0.0,-0.0767685934354283,0.17272979280662604,9.755378532409669,9.684367465972901,9.632185363769532,9.632063388824463,0.04091330842964605,0.02347928773152885,0.033957371372949366,9.685802550693046,59.249327416858435,55.88205173858774,0.1715825301814121,1220161.8534936905,-0.009233427573343889
2021-03-26,9.951138496398926,3953176,0.0,0.0,0.0767685938316447,0.1247491937648828,9.853258514404297,9.716034507751464,9.657926750183105,9.635148080190023,0.016962081241469442,0.029713596386292226,0.035688600524490764,9.71896954390628,60.56805026066936,54.19358353654475,0.16855990055279466,1251853.89550019,-0.02852762885314064
2021-03-29,9.99911880493164,3733960,0.0,0.0,-0.028787994305288223,0.15353718983331888,9.928108024597169,9.754418849945068,9.686235491434733,9.640147813161214,0.002237640677024616,0.03667282269695192,0.03865197532738589,9.75398820153445,62.20604379135698,54.68328442382908,0.1690264465969026,1433255.9837722844,-0.04714655613361707
2021-03-30,9.99911880493164,4362449,0.0,0.0,-0.019191690591648936,0.1727288759400789,9.951138496398926,9.784166717529297,9.722751744588214,9.6445161819458,0.002348150376721642,0.03829674911452225,0.04128439601262195,9.784629526959097,62.20604379135698,64.4070520780406,0.17272948870223861,1297735.551949501,-0.061196752081187356
2021-03-31,10.152655601501465,5994579,0.0,0.0,-0.009596302872729723,0.263892838077199,10.002957153320313,9.836945152282714,9.764974466959634,9.648951625823974,0.00831521567094534,0.04663170251713376,0.045316581931068294,9.830632786276892,67.20967744588151,65.95162644726393,0.16889108880364995,3163844.966257106,-0.08375529105899915
2021-04-01,10.133463859558104,2722693,0.0,0.0,0.07676858973449363,0.21111407934674808,10.047099113464354,9.90123882293701,9.805278015136716,9.65527270634969,0.008103425393953778,0.05060974970721216,0.050371730752653915,9.868486670437044,66.03875754617626,63.17274742181243,0.1720897951802422,1750519.2703475903,-0.09894391863805474
