StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
TUA,340744384,345612224,,,,,.0000000000,.0000000000,-.0324300000,-.0748700000,,,,-4083491,,,,,,,.0710000000,4.5130000000,,,,.1037037400,1.1350000000,.4700000000,.7146774000,.6522826000,766108,186910,463908992,173650425
UNL,40692880,,,,,,,,,,,,,10552614,,,,,,,,,,,,,.1350000000,.0200000000,.0892857200,.0505744670,540251,588610,,
UWL,1236285824,764624320,21.2361870000,1.8807812000,13.1340000000,36.5570000000,.2734800000,.2593100000,.0373300000,.0711400000,58216000,.2120000000,2.2090000000,26981000,20916000,15921000,.0550000000,189224992,.3650000000,5210000,1.2350000000,8.1770000000,.9730000000,21644000,16430125,.2159469100,2.0500000000,.7800000000,1.7420312000,1.5240648000,2693598,2381146,675566016,452905293
VN8,46877248,42578540,3.6708012000,6.2500000000,3.3340000000,-19.9030000000,-.0466900020,-.1811599900,-.1701000000,-.1163000000,12770304,.0820000000,.7280000000,4672777,-2139282,-596238,-.0040000000,4811798,.0260000000,950550,13.7390000000,1.7350000000,.0400000000,-729242,1957215,1.5510204000,.2800000000,.0600000000,.2338709700,.1798188400,662105,565862,187508992,97309932
VOC,2559405568,3695079680,1.4393400000,1.1822095000,2.0780000000,11.6460000000,-.1002000050,.0596900000,.0159900000,-.0786700000,1778179968,2.8690000000,-.0510000000,554352000,317272992,-178166000,-.2870000000,59604000,.0960000000,1199289984,55.4890000000,.6480000000,3.4850000000,277887008,135545248,.2447129500,4.4200000000,1.8000000000,4.1124244000,3.6938572000,1437479,831233,621214976,518763515
VRL,585902976,1362852992,.7948219000,2.3904383000,1.8490000000,-273.6650000000,-.1592000000,-.0809100000,-.0273600000,-.3592499800,737150016,3.7780000000,-.4590000000,420921000,-4980000,-117355000,-.6010000000,63795000,.3270000000,838032000,338.1380000000,.6920000000,1.2550000000,51925000,-33814752,-.2146596900,4.1000000000,.7700000000,2.8426470000,2.3112767000,834218,0,195300992,90769215
WPP,592245632,827049088,.7702315400,1.9632769000,1.0760000000,9.0610000000,-.1928700000,.0758200000,.0250399990,-.3833600000,768918976,.9030000000,-.1650000000,228242000,91272000,-156404000,-.1740000000,63961000,.0750000000,286632000,91.2140000000,.5940000000,.3540000000,89045000,99631752,.2086956500,.7200000000,.1850000000,.6841935500,.4447101400,1270351,854907,852152000,316396092
XTD,13173931,,,,,,,,,,,,,2024108,,,,,,,,,,,,,.0790000000,.0210000000,.0639142840,.0490061500,374446,519237,,
ZIP,1768357,,,,,,,,,,,,,18333,,,,,,,,,,,,,.0327270000,.0170000000,.0309100000,.0309092960,0,0,,
NWSLV,14905963520,16652070912,1.6967516000,1.9373791000,1.8960000000,20.0150000000,-.1147400000,.0474700030,.0170200000,-.1407900000,8785000448,14.9250000000,-.0950000000,4081000000,832000000,-1008000000,-1.7130000000,1539000064,2.6060000000,2576000000,30.4710000000,1.2550000000,12.9350000000,908000000,851000000,.2224390500,25.4200000000,14.2000000000,23.8593540000,21.4158690000,3424,1048,590585024,509255904
AIM,146248000,157978512,5.5504026000,,5.9960000000,-13.1830000000,-.4835499800,-.4692700000,-.4048200000,,26349080,.2740000000,.4690000000,-1759449,-11983350,-12741152,-.1320000000,3266247,.0230000000,15423119,,.2950000000,-.0910000000,-5774105,4720239,-.2140078000,1.5100000000,.8700000000,.9690323000,1.0627632000,188189,98855,144800000,63585454
