StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
3PL,188303408,166021632,3.4172986000,7.1808515000,3.0130000000,37.8270000000,.0281300000,.0539200000,.0282800010,.0609100000,55103000,.3950000000,.0460000000,21491000,4389000,1550000,.0110000000,27126000,.1940000000,4844000,18.4410000000,1.0880000000,.1880000000,13150000,2279673,.6875000000,1.4400000000,.6000000000,1.3151613000,1.2708334000,252424,149044,139484000,101480313
8IH,61499032,61450360,,2.3943660000,,,.1790200000,.0000000000,.0859800000,.1377200000,,,2.6190000000,6519933,,,-.0320000000,,,,1.4470000000,3.2160000000,.0710000000,,,.1724138300,.3550000000,.0550000000,.1605000000,.1472711300,74005,94668,361759008,173846678
8VI,87867256,80392864,,,,,.2234399900,.0000000000,.2614800000,.6106200000,,,1.5250000000,7901898,,,,,,,5.8670000000,1.7630000000,,,,6.6153850000,2.1600000000,.2500000000,1.7096775000,1.1463406000,11390,15616,44377400,3871038
A2M,7927212544,7916517376,,20.5769230000,,,.2228800000,.0000000000,.2782800000,.4039400200,,,.3420000000,969009000,,,.1800000000,,,,1.4850000000,3.6950000000,.5200000000,,,-.2443503100,20.0500000000,9.8200000000,11.0190620000,14.8795680000,4083796,4801406,740860992,736835388
NAM,39349520,93284080,2.0091662000,.3361344600,4.7630000000,-20.5650000000,-.5768700000,-.3909600000,-.0231200010,-.0923500000,19585000,.1390000000,-.6380000000,30694000,-4536000,-11298000,-.0800000000,446000,.0030000000,54436000,46.5760000000,.4830000000,.8330000000,705000,-2299250,-.0967742200,.3700000000,.2550000000,.2951612800,.3065579800,12203,38287,140534000,109803096
AAP,7313208,12754788,6.5053883000,1.3333334000,11.3460000000,-14.1030000000,-1.4838800000,-1.1896200000,-.0603600000,-.3212300200,1124177,.0060000000,-.6880000000,-572073,-904425,-1668144,-.0090000000,168936,.0010000000,5610522,102.9610000000,.5620000000,.0180000000,-117650,306770,1.2857144000,.0470000000,.0080000000,.0254516140,.0199927540,53413,40000,304716992,124656583
AAC,666057536,1045046528,2.2555360000,.7194010600,3.5390000000,-6.8860000000,.1482100000,-.5611000000,-.0760300000,.0501600000,295299008,.4920000000,-.2130000000,-95062000,-151758000,43766000,.0730000000,14165000,.0240000000,398974016,43.4780000000,6.3580000000,1.5360000000,31422000,-116725752,.0000000000,1.3300000000,.9450000000,1.1006061000,1.0861429000,409154,326910,602766976,263306300
AHF,25205330,51358652,1.1218655000,2.1071427000,2.2860000000,-15.0940000000,-.3315400000,-.2199900000,-.0632200000,-.2258099900,22467336,.0620000000,.0240000000,5051433,-3402625,-7448762,-.0210000000,6401710,.0170000000,12913308,38.6890000000,.6550000000,.0280000000,-2246211,-2603679,-.3789473800,.0980000000,.0570000000,.0645806500,.0709565200,1073225,2022186,427208992,238002593
AHY,706058560,850688256,1.6050835000,3.8011694000,1.9340000000,10.9830000000,.0764900000,.1411700000,.0801600000,.2177600000,439888992,.8100000000,.0970000000,156731000,77453000,38651000,.0620000000,63584000,.1170000000,208212992,112.0550000000,1.9050000000,.3420000000,79056000,49706500,.1711710700,1.3950000000,.8450000000,1.3384376000,1.0926259000,401446,334057,543121984,344334228
AKG,47855248,74220424,.8016760300,1.4478765000,1.2430000000,14.1130000000,.0613500030,.0732900000,.0284800000,.1162700000,59694000,.4680000000,-.1850000000,32286000,5259000,3662000,.0290000000,16904000,.1320000000,42678000,127.0100000000,.7560000000,.2590000000,12671000,8947750,-.2788461400,.5500000000,.2000000000,.3777419300,.3028623200,31036,25941,127614000,13006466
NGS,27940718,10616500,17.3222060000,,6.5820000000,-6.6310000000,-.9969000000,-.9987600000,,,1613000,.0440000000,.7490000000,546000,-1601000,-1608000,-.0440000000,1313000,.0360000000,1162000,7262.5000000000,1.0990000000,.0000000000,-1162000,,-.0327869650,.3800000000,.2200000000,.2724193600,.2972580800,522819,304503,94714304,12186985
CLU,151245936,,,28.1111090000,,,.0000000000,.0000000000,,,,,,,,,-.0140000000,,,,,,.0450000000,,,.0242915150,1.4250000000,.9650000000,1.1693548000,1.1733824000,332926,177499,119562000,
TSI,102408984,16850800,19.6223400000,1.0147783000,3.2290000000,-3.6100000000,-.9256600000,-.9795000000,-.0932400000,-.3446400200,5219000,.6380000000,,1655000,-4668000,-4831000,-.5910000000,,,,,1.0130000000,2.0300000000,-5100000,-13015500,-.0373832600,2.2100000000,1.8100000000,2.0379033000,2.0443940000,110413,47271,49713100,6803061
AS1,24882400,27702890,4.9854030000,1.6494844000,5.5510000000,-108.8290000000,.0504300040,-.2075200100,-.0318200000,.0200600010,4991051,.0380000000,.4020000000,3703930,-254555,251700,.0020000000,1344751,.0100000000,7929918,61.9740000000,1.8650000000,.0970000000,528165,-1553393,.0322580340,.2750000000,.0900000000,.1654838800,.1625362300,158315,233070,155515008,89474469
AVG,162810640,288625696,.6094627000,.5365402000,1.0800000000,10.5820000000,.0409999970,.0717600000,.0254800000,.0363700000,267138000,.9520000000,.0320000000,76193000,27274000,10953000,.0380000000,7656000,.0270000000,133471000,43.9900000000,3.3510000000,1.0810000000,22256000,4657750,.1717171700,.6425000000,.3000000000,.5869354600,.5082608500,494901,193876,280708000,185713653
BDA,41116276,34730596,6.9391375000,8.4905660000,5.8610000000,-7.1480000000,-.8133200000,-.8276300000,-.4941300000,-1.4022300000,5925272,.0660000000,15.8710000000,1657671,-4858624,-4819140,-.0540000000,6385663,.0700000000,0,,2.2070000000,.0530000000,-3223447,-2092084,.6981132000,.7400000000,.1200000000,.4766129000,.4209601600,311313,229934,91369504,58050676
BEE,15132049,18686504,6.9017925000,,8.5230000000,-8.6330000000,-1.5882700000,-1.0949600000,-.2168199900,,2192481,.0030000000,,-136274,-2164509,-3133833,-.0050000000,62675,.0000000000,6265171,,.1060000000,-.0020000000,-1527111,-555235,-.1111110450,.0330000000,.0080000000,.0158387100,.0170615950,1349723,438445,945753024,302120801
BFC,44284800,80521984,.4298326700,.5109489600,.7820000000,-5.0140000000,-.1123900040,-.1825600100,-.0822299940,-.1520700000,103028000,.2270000000,.2520000000,9156000,-16061000,-11579000,-.0250000000,10556000,.0180000000,49650000,62.0740000000,1.8490000000,.1370000000,-13706000,-52352376,-.1566264600,.1250000000,.0470000000,.0727833900,.0832122100,931394,491555,632640000,445275976
BGA,1693087104,1436493184,1.1338506000,1.4752370000,.9620000000,19.4730000000,.0142400000,.0256900000,.0164000000,.0261100000,1493218944,6.9720000000,-.0240000000,289048000,73767000,21268000,.0990000000,22882000,.1070000000,258528000,31.7590000000,1.3390000000,3.7960000000,137731008,60116000,.2584270200,5.7800000000,3.5200000000,5.2551513000,5.1132855000,895594,563741,302336992,204840944
BKL,1420701568,1487601664,2.4842217000,4.4925056000,2.6010000000,35.1570000000,.0316700000,.0485600000,.0329100000,.0624400000,571889984,32.6890000000,,320562000,42313000,15152000,1.0350000000,47655000,2.4630000000,113210000,36.9200000000,2.2800000000,16.3450000000,62078000,9836625,-.1576230000,95.6800000000,59.8400000000,74.1518200000,71.5565700000,42685,30523,19347700,13934805
BUB,395240512,347540896,7.2328825000,2.7446810000,6.3600000000,-32.4210000000,-.1422099900,-.2624800000,-.0567200000,-.0654300000,54644952,.1020000000,.1300000000,10819163,-10719542,-7771138,-.0140000000,26408560,.0460000000,4588936,3.4790000000,3.3670000000,.2350000000,-21917078,-20571338,-.1103448900,1.1900000000,.4000000000,.5891935000,.7521739000,1844871,5031452,612776000,429156833
