StockCode,Market Cap (intraday)5:,Enterprise Value,Price/Sales (ttm):,Price/Book (mrq):,Enterprise Value/Revenue (ttm)3:,Enterprise Value/EBITDA (ttm)6:,Profit Margin (ttm):,Operating Margin (ttm):,Return on Assets (ttm):,Return on Equity (ttm):,Revenue (ttm):,Revenue Per Share (ttm):,Qtrly Revenue Growth (yoy):,Gross Profit (ttm):,EBITDA (ttm)6:,Net Income Avl to Common (ttm):,Diluted EPS (ttm):,Total Cash (mrq):,Total Cash Per Share (mrq):,Total Debt (mrq):,Total Debt/Equity (mrq):,Current Ratio (mrq):,Book Value Per Share (mrq):,Operating Cash Flow (ttm):,Levered Free Cash Flow (ttm):,52-Week Change3:,52-Week High (17/01/2017)3:,52-Week Low (08/12/2016)3:,50-Day Moving Average3:,200-Day Moving Average3:,Avg Vol (3 month)3:,Avg Vol (10 day)3:,Shares Outstanding5:,Float:
ECP,28209720,23855600,92.7359540000,1.1657835000,78.4220000000,,8.1885800000,-3.7393100000,-.0277900000,.1068500060,304194,.0170000000,-.4730000000,304194,,2490917,.1360000000,4354187,.2380000000,0,,2.0890000000,1.3210000000,-749540,374361,.4666667000,1.5650000000,.7050000000,1.4985714000,1.3394014000,8537,4864,18318000,8027516
ED1,136087712,,,,,,,,,,,,,180410000,,,,,,,,,,,,,1.1700000000,.3950000000,.5927143000,.5317553000,222013,62170,,
EDC,44619260,73420704,5.7255010000,6.0893855000,9.4210000000,,.5250400300,.8575499700,.0870600040,.1019699950,7793075,.1730000000,-.3220000000,7793075,,4091672,.0910000000,8486029,.2070000000,0,,25.9020000000,.1790000000,-525373,-695807,-.0311110620,1.1400000000,.8200000000,1.0696775000,.9712319000,8201,2200,40935100,15086632
EGD,300828000,,,,,,.0000000000,.0000000000,,,,,,,,,,,,,,,,,,.2500000000,3.1400000000,1.9900000000,2.9574287000,2.8773239000,79882,72142,100276000,
EGF,134392144,,,,,,.0000000000,.0000000000,,,,,,,,,,,,,,,,,,-.1638417800,1.8900000000,1.3600000000,1.5107143000,1.5089788000,98318,116115,90805504,
EGH,109268048,162452880,4.4043713000,1.2734585000,6.5480000000,17.6040000000,.3262900000,.3568500300,.0397700000,.0967400000,24809000,.1080000000,-.1400000000,10077000,9228000,8095000,.0350000000,2451000,.0110000000,55636000,64.7920000000,2.4040000000,.3730000000,7614000,11656625,.2337662000,.4850000000,.2600000000,.4604838800,.4013043300,244086,428381,230038000,200417992
EGI,123786504,,,,,,,,,,,,,,,,,,,,,,,,,,1.3458000000,.7250000000,1.1350000000,1.0748681000,0,0,,
ENA,11419120,15088919,3.0081053000,,3.9750000000,-8.6160000000,-.5673600000,-.4739900000,-.0793000000,,3796117,.0080000000,.5510000000,3796117,-1751251,-2864589,-.0050000000,1276309,.0020000000,4946103,,.1610000000,-.0020000000,-4054185,3139753,-.0476190450,.0380000000,.0100000000,.0160000000,.0167826080,279696,1238960,570956032,281972445
ENN,185091744,611169728,2.6940854000,4.6363635000,8.8960000000,69.5460000000,-.1441700000,-.0375200030,-.0032499998,-.1020899900,68703000,.6220000000,,30745000,8788000,-11091000,-.1000000000,35216000,.3010000000,293824000,138.3680000000,.6550000000,.3300000000,6794000,-126540800,-.2714285300,2.1800000000,.6450000000,1.5980645000,1.3631159000,93655,33953,120975000,80013031
EQT,572676416,516469152,6.0010104000,2.1176288000,5.4120000000,15.1260000000,.2013199900,.3284000200,.0597300000,.0696800000,95430000,4.6170000000,.0080000000,36924000,34145000,19212000,.9260000000,89738000,4.3190000000,38387000,14.3580000000,8.5130000000,12.9390000000,18257000,19525624,-.1298825100,33.4800000000,16.1800000000,26.8004840000,26.7510500000,7430,4127,20900600,19573333
