Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00+11:00,9.460901186334256,9.573148675334382,9.372705856829963,9.557113647460938,289600,0.0,0.0
2015-01-05 00:00:00+11:00,9.541077561254347,9.66936160343627,9.452882999093632,9.525042533874512,673351,0.0,0.0
2015-01-06 00:00:00+11:00,9.38072552438576,9.412796350817057,9.268478014190627,9.332619667053223,870552,0.0,0.0
2015-01-07 00:00:00+11:00,9.33261716166483,9.364687979486552,9.220368916974492,9.324599266052246,973008,0.0,0.0
2015-01-08 00:00:00+11:00,9.404776677205524,9.565131543711995,9.356670828956519,9.557113647460938,1695069,0.0,0.0
2015-01-09 00:00:00+11:00,9.669364070289532,9.89385986328125,9.66134617223976,9.89385986328125,1494896,0.0,0.0
2015-01-12 00:00:00+11:00,9.781610132010425,9.869805468204204,9.725486383253461,9.789628028869629,834408,0.0,0.0
2015-01-13 00:00:00+11:00,9.70944994559775,9.82971609662348,9.669361993217853,9.76557445526123,913619,0.0,0.0
2015-01-14 00:00:00+11:00,9.701433554523096,9.813681053161863,9.62927401132461,9.63729190826416,1169779,0.0,0.0
2015-01-15 00:00:00+11:00,9.677381085960958,9.745531689297112,9.557115675193078,9.72548770904541,1188282,0.0,0.0
2015-01-16 00:00:00+11:00,9.589187079381544,9.637293705360708,9.348655478743483,9.468921661376953,1145278,0.0,0.0
2015-01-19 00:00:00+11:00,9.54107968441823,9.605221337468224,9.348654725268243,9.404778480529785,1320425,0.0,0.0
2015-01-20 00:00:00+11:00,9.348653273778094,9.376715147051925,9.204334194508458,9.244422912597656,2116717,0.0,0.0
2015-01-21 00:00:00+11:00,9.324600156030478,9.444865543183411,9.308564363274789,9.364688873291016,1455778,0.0,0.0
2015-01-22 00:00:00+11:00,9.460902456409608,9.460902456409608,9.204335094333667,9.228388786315918,1933992,0.0,0.0
2015-01-23 00:00:00+11:00,9.34063682747979,9.420814276106693,9.220371419168252,9.404778480529785,1043811,0.0,0.0
2015-01-27 00:00:00+11:00,9.380724166759085,9.549096172312936,9.340635448364607,9.509007453918457,1396164,0.0,0.0
2015-01-28 00:00:00+11:00,9.517025350523094,9.589184890707417,9.428830781758203,9.509007453918457,1122416,0.0,0.0
2015-01-29 00:00:00+11:00,9.404778453052028,9.436850044112141,9.300548840621925,9.332619667053223,1453811,0.0,0.0
2015-01-30 00:00:00+11:00,9.380723006083109,9.436847510742583,9.284510552617938,9.324599266052246,2686625,0.0,0.0
2015-02-02 00:00:00+11:00,9.300548333005128,9.340636290384667,9.148211342299291,9.228388786315918,1804803,0.0,0.0
2015-02-03 00:00:00+11:00,9.292529592373453,9.308564620944324,9.164246305291677,9.204334259033203,2034763,0.0,0.0
2015-02-04 00:00:00+11:00,9.300549221298661,9.32460215094943,9.196318839973534,9.268478393554688,2625873,0.0,0.0
2015-02-05 00:00:00+11:00,9.292530655949323,9.364690204349012,9.156229456667415,9.300548553466797,1897915,0.0,0.0
2015-02-06 00:00:00+11:00,9.404777627265576,9.404777627265576,9.236406376756715,9.25244140625,2090912,0.0,0.0
2015-02-09 00:00:00+11:00,9.252440732321586,9.492972274231036,9.244422835844576,9.340635299682617,1580998,0.0,0.0
2015-02-10 00:00:00+11:00,9.340638902866466,9.388745535657135,9.164249700101658,9.196320533752441,1757946,0.0,0.0
2015-02-11 00:00:00+11:00,8.859573054050225,9.324600348776055,8.851555157506645,9.244422912597656,5167851,0.0,0.0
2015-02-12 00:00:00+11:00,9.380723294351924,9.517024465439924,9.268475810840842,9.41279411315918,3712371,0.0,0.0
2015-02-13 00:00:00+11:00,9.484955560526016,9.733505029906544,9.460902632724284,9.661345481872559,2421910,0.0,0.0
2015-02-16 00:00:00+11:00,9.701431979048362,9.765573614890945,9.645307474214642,9.741519927978516,1498282,0.0,0.0
2015-02-17 00:00:00+11:00,9.701432046115269,9.73350286425827,9.565130877850365,9.645307540893555,1359636,0.0,0.0
2015-02-18 00:00:00+11:00,9.621257587905166,9.869807078696079,9.605221791570141,9.813682556152344,2330187,0.0,0.0
2015-02-19 00:00:00+11:00,10.072205043391094,10.072205043391094,9.893648409518367,9.950462341308594,1820415,0.14853,0.0
2015-02-20 00:00:00+11:00,9.94234561920166,10.015391547594287,9.87741607707959,9.94234561920166,1326453,0.0,0.0
2015-02-23 00:00:00+11:00,9.95046453478501,10.03162609605749,9.8774185878248,9.934231758117676,854800,0.0,0.0
2015-02-24 00:00:00+11:00,9.893648897388157,10.0072759925505,9.861184123630526,9.966694831848145,986554,0.0,0.0
2015-02-25 00:00:00+11:00,9.90176475227925,10.064088612345227,9.877416366774657,10.031623840332031,1168055,0.0,0.0
2015-02-26 00:00:00+11:00,10.064091616861505,10.064091616861505,9.934232490040808,10.007278442382812,1635402,0.0,0.0
2015-02-27 00:00:00+11:00,10.064091244339302,10.25888070138167,10.064091244339302,10.210183143615723,2481665,0.0,0.0
2015-03-02 00:00:00+11:00,10.21829654307228,10.348155627098357,10.21829654307228,10.234528541564941,1580951,0.0,0.0
2015-03-03 00:00:00+11:00,10.28322832652467,10.465843187004223,10.28322832652467,10.34815788269043,2036818,0.0,0.0
2015-03-04 00:00:00+11:00,10.453668521997873,10.473958717880626,10.396855354309082,10.396855354309082,1297935,0.0,0.0
2015-03-05 00:00:00+11:00,10.461783695102266,10.583526404304324,10.41308614700868,10.551061630249023,1815774,0.0,0.0
2015-03-06 00:00:00+11:00,10.510482987331656,10.624110110759228,10.49425098342569,10.542947769165039,1968732,0.0,0.0
2015-03-09 00:00:00+11:00,10.478017174858406,10.6646902325549,10.478017174858406,10.591644287109375,1783639,0.0,0.0
2015-03-10 00:00:00+11:00,10.632223346642098,10.867593138638481,10.632223346642098,10.770198822021484,2110900,0.0,0.0
2015-03-11 00:00:00+11:00,10.705270800817981,10.908175864149811,10.68092240994415,10.83513069152832,1789853,0.0,0.0
2015-03-12 00:00:00+11:00,10.745853086085345,11.005572120500924,10.721504692678765,10.97310733795166,1732762,0.0,0.0
2015-03-13 00:00:00+11:00,10.973103787715537,10.981219400211026,10.713384837329384,10.745849609375,2049639,0.0,0.0
2015-03-16 00:00:00+11:00,10.713386454831813,10.827013561157452,10.713386454831813,10.762084007263184,1611001,0.0,0.0
2015-03-17 00:00:00+11:00,10.810780655146392,10.924407760100124,10.75396748968019,10.786432266235352,2047289,0.0,0.0
