Date,Price,OpenClose_spread,Highlow_spread,5_Days_MA,10_Days_MA,15_Days_MA,30_Days_MA,5_Days_VAR,15_Days_VAR,30_Days_VAR
2020-05-07,11731.5,-70.79999999999927,161.09999999999854,11765.48,11909.49,12015.033333333333,12022.316666666668,16137.092000006094,60616.11380951943,65283.19936781573
2020-05-08,11701.3,-71.0,147.79999999999927,11793.48,11878.48,11960.146666666666,12011.640000000001,5764.492000006074,45871.986952376945,68718.7666206893
2020-05-11,11721.4,-30.200000000000728,164.10000000000036,11765.999999999998,11833.9,11915.586666666666,12019.336666666666,5052.76000000609,34630.13552380581,62197.221712643346
2020-05-12,11758.5,20.100000000000364,137.5,11743.039999999999,11791.99,11896.686666666666,11997.906666666668,1529.5480000061218,34868.54552380593,59034.67098850542
2020-05-13,11757.7,37.100000000000364,149.0,11734.08,11772.18,11871.453333333333,12000.616666666667,599.052000006108,31468.534095234663,57452.33936781574
2020-05-14,11661.4,-0.7999999999992724,194.20000000000073,11720.060000000001,11742.77,11846.346666666666,11989.523333333334,1672.2830000061158,31963.49409523483,61291.47426436746
2020-05-15,11777.1,-96.30000000000109,122.39999999999964,11735.22,11764.35,11830.726666666666,11985.116666666667,2110.4070000061283,30098.689238092076,62605.451091953655
2020-05-18,11864.2,115.70000000000073,158.70000000000073,11763.78,11764.89,11810.526666666668,11984.766666666666,5202.027000006226,21654.80066666359,62689.08298850538
2020-05-19,11795.1,87.10000000000036,116.09999999999854,11771.1,11757.070000000002,11785.026666666667,11969.076666666666,5373.315000006255,11350.614952377975,60951.44254022952
2020-05-20,11750.0,-69.10000000000036,244.90000000000146,11769.560000000001,11751.820000000002,11771.306666666665,11958.123333333333,5436.763000006248,9153.454952378055,62068.6825402295
2020-05-21,11704.2,-45.100000000000364,109.20000000000073,11778.12,11749.09,11754.553333333333,11951.923333333334,3488.507000006237,6751.026952378152,64093.17495402258
2020-05-22,11558.8,-45.79999999999927,126.0,11734.460000000001,11734.84,11754.386666666665,11940.206666666667,13130.818000006004,6820.462666663875,69220.59029885015
2020-05-25,11719.2,-145.40000000000146,185.8000000000011,11705.460000000001,11734.619999999999,11745.08,11933.836666666666,7929.668000005742,6037.373142854443,70832.04654022942
2020-05-26,11896.7,160.40000000000146,182.3000000000011,11725.779999999999,11748.439999999999,11746.640000000001,11922.903333333334,14547.892000005966,6502.498285711588,67838.65067816038
2020-05-27,11739.2,177.5,194.6999999999989,11723.619999999999,11746.59,11742.42,11905.29,14440.432000005956,6264.490285711631,64584.314034482064
2020-05-28,11820.6,-157.5,202.20000000000073,11746.9,11762.51,11748.359999999999,11881.696666666667,16019.980000006124,6654.748285711561,50867.312747125536
2020-05-29,11907.5,81.39999999999964,166.6999999999989,11816.64,11775.55,11762.106666666667,11861.126666666667,7543.083000006422,8103.057809520918,36199.98064367708
2020-06-01,11875.3,86.89999999999964,299.7000000000007,11847.86,11776.66,11772.366666666667,11843.976666666666,4811.333000006663,8787.106666663647,26264.867367814848
2020-06-02,11952.3,-32.20000000000073,164.0,11858.98,11792.380000000001,11785.286666666669,11840.986666666666,6787.357000006721,10907.094095234905,25308.05705746999
