Date,Price,Symbol,StockCode,OpenClose_spread,Highlow_spread,5_Days_MA,10_Days_MA,15_Days_MA,30_Days_MA,5_Days_VAR,15_Days_VAR,30_Days_VAR
1970-01-01 00:00:00.000000016,6737.4,AORD,AORD,-163.10000000000036,180.80000000000018,6955.539999999999,7092.69,7113.173333333333,,40594.38799999976,26502.690666666702,
1970-01-01 00:00:00.000000017,6511.5,AORD,AORD,-53.30000000000018,97.5,6811.76,7021.13,7072.513333333333,,45159.40299999951,50584.446952380975,
1970-01-01 00:00:00.000000018,6461.1,AORD,AORD,-225.89999999999964,238.59999999999945,6690.9,6945.12,7029.386666666667,,41557.77499999937,75203.6126666667,
1970-01-01 00:00:00.000000019,6398.5,AORD,AORD,-50.399999999999636,203.69999999999982,6579.839999999999,6864.139999999999,6979.193333333334,,30235.207999999187,99870.76780952387,
1970-01-01 00:00:00.000000020,6472.4,AORD,AORD,-113.10000000000036,127.30000000000018,6516.179999999999,6787.640000000001,6931.666666666667,,16939.8169999991,112762.03666666677,
1970-01-01 00:00:00.000000021,6287.5,AORD,AORD,73.89999999999964,126.19999999999982,6426.2,6690.87,6870.526666666667,,7658.379999998974,133075.36495238106,
1970-01-01 00:00:00.000000022,5822.4,AORD,AORD,-184.89999999999964,184.89999999999964,6288.38,6550.07,6776.88,,73240.02699999853,193066.75742857158,
1970-01-01 00:00:00.000000023,5995.8,AORD,AORD,-465.10000000000036,465.10000000000036,6195.32,6443.110000000001,6695.186666666666,,76357.53699999812,215392.3783809525,
1970-01-01 00:00:00.000000024,5789.3,AORD,AORD,173.40000000000055,395.3000000000002,6073.48,6326.66,6600.586666666667,,88693.83699999774,245614.37552380955,
1970-01-01 00:00:00.000000025,5370.9,AORD,AORD,-206.5,244.30000000000018,5853.18,6184.68,6476.153333333333,,111649.09699999713,308067.4655238095,
1970-01-01 00:00:00.000000026,5590.7,AORD,AORD,-418.40000000000055,433.6999999999998,5713.82,6070.01,6365.1866666666665,,57438.05699999668,307525.3140952379,
1970-01-01 00:00:00.000000027,5058.2,AORD,AORD,219.80000000000018,650.5999999999995,5560.98,5924.68,6220.373333333334,,132749.96699999625,353600.77923809475,
1970-01-01 00:00:00.000000028,5332.8,AORD,AORD,-532.5,532.5,5428.38,5811.85,6104.866666666667,,76520.93699999567,344571.45809523744,
1970-01-01 00:00:00.000000029,4998.8,AORD,AORD,274.60000000000036,290.5,5270.280000000001,5671.88,5974.533333333334,6567.236666666667,58845.35699999489,362278.1723809515,541591.4334367806
1970-01-01 00:00:00.000000030,4809.4,AORD,AORD,-334.0,397.5,5157.98,5505.58,5842.446666666667,6491.52,93652.74199999437,392971.33980952285,633113.8237241368
1970-01-01 00:00:00.000000031,4854.3,AORD,AORD,-189.40000000000055,365.8000000000002,5010.7,5362.26,5716.906666666667,6415.039999999999,42782.229999993615,388620.48209523683,704600.9983448263
1970-01-01 00:00:00.000000032,4564.1,AORD,AORD,44.900000000000546,232.80000000000018,4911.88,5236.43,5587.08,6329.796666666666,79874.31699999294,420389.0674285698,798016.2279195389
1970-01-01 00:00:00.000000033,4753.3,AORD,AORD,-290.1999999999998,425.1999999999998,4795.98,5112.179999999999,5473.2266666666665,6251.306666666667,25076.79699999216,401591.88209523604,856461.7765057457
1970-01-01 00:00:00.000000034,5006.2,AORD,AORD,189.19999999999982,189.19999999999982,4797.46,5033.87,5380.406666666666,6179.8,25838.182999992154,346788.30209523585,876693.7248275848
1970-01-01 00:00:00.000000035,5135.2,AORD,AORD,252.89999999999964,288.0,4862.620000000001,5010.3,5291.259999999999,6111.463333333333,49012.33699999258,257393.298285712,874626.8941264353
1970-01-01 00:00:00.000000036,4874.2,AORD,AORD,129.0,187.60000000000036,4866.6,4938.65,5197.04,6033.783333333334,49008.75499999261,189413.56828571187,879966.4566091939
1970-01-01 00:00:00.000000037,5194.0,AORD,AORD,-261.0,387.1999999999998,4992.58,4952.23,5155.146666666667,5966.013333333333,33091.18199999374,159599.87838094993,850430.1874022972
1970-01-01 00:00:00.000000038,5110.6,AORD,AORD,319.8000000000002,331.8000000000002,5064.04,4930.01,5096.133333333333,5895.66,15876.46799999446,105531.86238094978,816214.6928275845
1970-01-01 00:00:00.000000039,5290.7,AORD,AORD,-83.39999999999964,341.90000000000055,5120.9400000000005,4959.2,5062.8933333333325,5831.740000000001,23836.777999994978,72732.05495237825,765193.3079999981
1970-01-01 00:00:00.000000040,5188.7,AORD,AORD,180.09999999999945,190.69999999999982,5131.639999999999,4997.129999999999,5050.746666666668,5763.45,24790.68299999509,66928.20409523539,706493.8143103429
1970-01-01 00:00:00.000000041,5106.9,AORD,AORD,-102.0,190.59999999999945,5178.18,5022.39,5018.493333333333,5691.84,5667.396999995575,45213.87780952105,639317.9548965496
1970-01-01 00:00:00.000000042,5323.6,AORD,AORD,-81.80000000000018,219.10000000000036,5204.1,5098.34,5036.1866666666665,5628.28,10051.764999995867,51415.138380949655,558188.217517239
1970-01-01 00:00:00.000000043,5301.3,AORD,AORD,216.70000000000073,231.10000000000036,5242.24,5153.14,5034.086666666666,5569.476666666667,8409.83799999628,50146.52838094964,487080.185298848
1970-01-01 00:00:00.000000044,5258.8,AORD,AORD,-22.300000000000182,227.19999999999982,5235.86,5178.4,5051.42,5512.9766666666665,7840.422999996228,53342.54742856869,421025.0611609167
1970-01-01 00:00:00.000000045,5439.4,AORD,AORD,-42.5,192.0,5286.0,5208.82,5093.42,5467.933333333333,14499.01499999667,58020.74742856866,362817.11471264064
1970-01-01 00:00:00.000000046,5439.4,AORD,AORD,180.59999999999945,180.59999999999945,5352.5,5265.34,5132.426666666666,5424.666666666667,6834.889999997185,60856.53209523533,305338.0940229854
1970-01-01 00:00:00.000000047,5542.5,AORD,AORD,0.0,0.0,5396.280000000001,5300.1900000000005,5197.653333333334,5392.366666666667,13255.226999997625,45238.47266666398,264006.3457471232
1970-01-01 00:00:00.000000048,5523.3,AORD,AORD,103.10000000000036,130.20000000000073,5440.679999999999,5341.460000000001,5248.986666666667,5361.1066666666675,12569.246999998086,35886.27266666403,224200.72409195063
1970-01-01 00:00:00.000000049,5467.6,AORD,AORD,-19.199999999999818,113.39999999999964,5482.4400000000005,5359.15,5279.746666666667,5330.076666666667,2300.4629999985627,34075.82695237833,186485.8990919506
1970-01-01 00:00:00.000000050,5544.7,AORD,AORD,-55.69999999999982,123.0,5503.5,5394.75,5307.046666666667,5299.153333333333,2252.0249999988246,36799.19695237833,142088.41636781264
1970-01-01 00:00:00.000000051,5414.7,AORD,AORD,77.09999999999945,150.5,5498.5599999999995,5425.530000000001,5343.08,5270.0599999999995,3165.6779999987634,22853.267428568823,107989.42455172064
1970-01-01 00:00:00.000000052,5278.6,AORD,AORD,-130.0,135.30000000000018,5445.780000000001,5421.030000000001,5348.719999999999,5251.933333333333,11296.436999998063,21528.673142854535,97132.05126436432
1970-01-01 00:00:00.000000053,5276.1,AORD,AORD,-136.09999999999945,143.39999999999964,5396.34,5418.51,5359.753333333333,5227.943333333334,13936.53299999746,17724.852666664065,77476.21702298496
1970-01-01 00:00:00.000000054,5272.8,AORD,AORD,-2.5,149.10000000000036,5357.38,5419.910000000001,5358.56,5210.7266666666665,14585.216999996996,17922.792571425973,66372.71374712286
1970-01-01 00:00:00.000000055,5300.7,AORD,AORD,-1.0,99.09999999999945,5308.58,5406.04,5366.026666666667,5208.386666666667,3639.3769999964866,16041.299238092615,65761.5218850539
1970-01-01 00:00:00.000000056,5388.3,AORD,AORD,27.899999999999636,55.899999999999636,5303.3,5400.93,5384.786666666667,5201.64,2377.9849999964604,10903.471238092523,61790.48041378952
1970-01-01 00:00:00.000000057,5381.2,AORD,AORD,87.60000000000036,114.39999999999964,5323.82,5384.8,5388.626666666666,5212.406666666667,3216.2269999967452,10621.176380949652,62072.86409195047
1970-01-01 00:00:00.000000058,5463.8,AORD,AORD,-7.100000000000364,98.40000000000055,5361.360000000001,5378.85,5399.460000000001,5216.7733333333335,5783.962999997309,10354.366857140087,63732.58891953669
1970-01-01 00:00:00.000000059,5597.7,AORD,AORD,82.60000000000036,82.60000000000036,5426.339999999999,5391.86,5422.053333333333,5236.736666666667,12509.392999998267,11201.29409523524,66685.5789540195
1970-01-01 00:00:00.000000060,5325.0,AORD,AORD,133.89999999999964,159.19999999999982,5431.2,5369.89,5414.426666666666,5253.923333333334,11100.964999998345,11790.29066666384,60351.52185057125
1970-01-01 00:00:00.000000061,5389.5,AORD,AORD,-272.6999999999998,272.6999999999998,5431.44,5367.37,5411.1,5271.763333333334,11075.51299999835,11778.267142854325,55149.254816088534
1970-01-01 00:00:00.000000062,5478.1,AORD,AORD,64.5,151.80000000000018,5450.820000000001,5387.32,5406.806666666667,5302.23,10519.306999998631,10845.877809521005,38388.5959655139
1970-01-01 00:00:00.000000063,5464.8,AORD,AORD,88.60000000000036,88.60000000000036,5451.02,5406.1900000000005,5402.906666666667,5325.946666666667,10525.996999998635,10100.476380949589,28327.577057467963
1970-01-01 00:00:00.000000064,5449.9,AORD,AORD,-13.300000000000182,58.69999999999982,5421.460000000001,5423.9,5401.726666666667,5340.736666666667,4055.3129999982166,9957.780666663873,25105.652057467985
1970-01-01 00:00:00.000000065,5488.0,AORD,AORD,-14.900000000000546,39.69999999999982,5454.06,5442.63,5397.946666666667,5352.496666666667,1507.6229999986472,9014.022666663888,24253.66033333007
1970-01-01 00:00:00.000000066,5559.1,AORD,AORD,38.100000000000364,71.30000000000018,5487.9800000000005,5459.71,5407.573333333334,5375.326666666667,1785.7669999990967,10749.710666663867,17297.831678157683
1970-01-01 00:00:00.000000067,5497.3,AORD,AORD,71.10000000000036,99.39999999999964,5491.82,5471.320000000001,5422.153333333334,5385.4366666666665,1764.6469999991482,9908.861238092406,16571.341022985285
1970-01-01 00:00:00.000000068,5513.7,AORD,AORD,-61.80000000000018,89.20000000000073,5501.6,5476.3099999999995,5437.993333333333,5398.873333333334,1582.249999999274,8714.977809520939,14347.202022985315
1970-01-01 00:00:00.000000069,5418.0,AORD,AORD,16.399999999999636,119.09999999999945,5495.219999999999,5458.34,5447.673333333334,5403.116666666667,2610.386999999205,6693.932095235202,13937.691091950834
1970-01-01 00:00:00.000000070,5492.8,AORD,AORD,-95.69999999999982,95.69999999999982,5496.179999999999,5475.120000000001,5460.48,5413.253333333333,2597.666999999215,5120.724571425649,12523.416367812923
1970-01-01 00:00:00.000000071,5557.5,AORD,AORD,74.80000000000018,81.60000000000036,5495.86,5491.92,5471.759999999999,5428.2733333333335,2547.8429999992104,5284.606857139903,9771.234436778472
