Date,Price,Symbol,StockCode,OpenClose_spread,Highlow_spread,5_Days_MA,10_Days_MA,15_Days_MA,30_Days_MA,5_Days_VAR,15_Days_VAR,30_Days_VAR
1970-01-01 00:00:00.000000072,5658.8,AORD,AORD,64.69999999999982,88.30000000000018,5528.160000000001,5509.99,5490.266666666666,5439.446666666668,7880.572999999618,6830.706666663663,11096.77705746817
1970-01-01 00:00:00.000000073,5680.1,AORD,AORD,101.30000000000018,146.89999999999964,5561.4400000000005,5531.5199999999995,5504.6866666666665,5452.073333333333,12215.29300000004,9131.932666663628,12270.795816088907
1970-01-01 00:00:00.000000074,5660.8,AORD,AORD,21.300000000000182,85.19999999999982,5610.0,5552.61,5508.893333333334,5465.473333333333,6592.045000000639,10235.822095235044,12299.259264364815
1970-01-01 00:00:00.000000075,5608.7,AORD,AORD,-19.300000000000182,68.19999999999982,5633.18,5564.68,5527.806666666667,5471.116666666667,2486.8670000009242,8148.6006666635285,12950.246954020007
1970-01-01 00:00:00.000000076,5729.9,AORD,AORD,-52.19999999999982,76.89999999999964,5667.660000000001,5581.76,5550.5,5480.8,1907.603000001381,9147.75571428244,15127.82827585911
1970-01-01 00:00:00.000000077,5889.9,AORD,AORD,121.09999999999945,121.09999999999945,5713.879999999999,5621.0199999999995,5577.953333333333,5492.38,11565.272000002042,16193.84980952037,20628.96717241087
1970-01-01 00:00:00.000000078,5884.9,AORD,AORD,160.0,160.0,5754.839999999999,5658.14,5605.960000000001,5504.433333333333,16494.80800000272,21168.63399999643,25758.533333330448
1970-01-01 00:00:00.000000079,5957.8,AORD,AORD,-5.0,120.80000000000018,5814.24,5712.12,5639.820000000001,5520.773333333333,20171.668000003767,27042.860285710583,32523.180643675343
1970-01-01 00:00:00.000000080,5872.2,AORD,AORD,72.90000000000055,145.0,5866.94,5750.0599999999995,5665.433333333333,5531.6900000000005,6978.223000004611,28550.753809520036,36638.80162068688
1970-01-01 00:00:00.000000081,5938.4,AORD,AORD,-85.60000000000036,87.10000000000036,5908.639999999999,5788.15,5690.719999999999,5549.1466666666665,1386.25300000528,32380.23885713901,41555.50188505474
1970-01-01 00:00:00.000000082,5960.1,AORD,AORD,66.19999999999982,114.89999999999964,5922.68,5818.280000000001,5721.573333333334,5571.863333333333,1714.0870000055238,33871.33638094847,44321.216885054855
1970-01-01 00:00:00.000000083,6064.9,AORD,AORD,21.700000000000728,62.30000000000018,5958.679999999999,5856.759999999999,5758.319999999999,5598.156666666666,4793.887000006136,37757.55885713885,48971.87288505491
1970-01-01 00:00:00.000000084,6112.0,AORD,AORD,104.79999999999927,107.19999999999982,5989.5199999999995,5901.88,5804.586666666666,5626.13,9481.567000006664,36126.328380948304,53616.7966551699
1970-01-01 00:00:00.000000085,6116.5,AORD,AORD,47.100000000000364,96.80000000000018,6038.38,5952.660000000001,5846.166666666667,5653.323333333333,7087.427000007505,34279.58238094829,57491.75288505498
1970-01-01 00:00:00.000000086,6116.5,AORD,AORD,4.5,52.19999999999982,6074.0,5991.32,5883.433333333333,5677.596666666666,4528.130000008128,32059.553809519693,61857.9396436757
1970-01-01 00:00:00.000000087,6262.9,AORD,AORD,0.0,0.0,6134.56,6028.62,5923.706666666667,5706.986666666666,5621.238000009189,37002.81780951966,69748.14119539983
1970-01-01 00:00:00.000000088,6269.3,AORD,AORD,146.39999999999964,198.10000000000036,6175.4400000000005,6067.0599999999995,5962.986666666666,5733.836666666667,6857.85800000989,39641.87266666252,77866.3775747102
1970-01-01 00:00:00.000000089,6079.5,AORD,AORD,6.400000000000546,90.5,6168.9400000000005,6079.2300000000005,5990.899999999999,5749.8966666666665,8100.008000009784,33254.105714281584,81080.59274712401
1970-01-01 00:00:00.000000090,5959.9,AORD,AORD,-189.80000000000018,199.30000000000018,6137.62,6088.0,6014.3133333333335,5771.0599999999995,17110.77200000932,22301.348380948253,75912.57972413549
1970-01-01 00:00:00.000000091,5830.0,AORD,AORD,-119.60000000000036,216.89999999999964,6080.32,6077.160000000001,6020.986666666667,5785.743333333333,36552.66200000848,18902.238380948234,70789.0584022964
1970-01-01 00:00:00.000000092,6058.1,AORD,AORD,-129.89999999999964,145.69999999999982,6039.36,6086.96,6032.199999999999,5805.076666666667,26245.078000007936,17638.49571428156,69696.65840229641
1970-01-01 00:00:00.000000093,6109.2,AORD,AORD,228.10000000000036,258.89999999999964,6007.339999999999,6091.389999999999,6047.153333333334,5826.556666666666,12964.783000007452,16272.615523805342,68416.00598850331
1970-01-01 00:00:00.000000094,6051.9,AORD,AORD,51.099999999999454,59.69999999999982,6001.82,6085.379999999999,6053.426666666666,5846.623333333334,12121.32700000736,15661.772095233911,64858.39357471021
1970-01-01 00:00:00.000000095,6066.9,AORD,AORD,-57.20000000000073,104.0,6023.219999999999,6080.42,6066.406666666666,5865.92,12168.407000007684,13148.287809519601,61711.5064827562
1970-01-01 00:00:00.000000096,6058.0,AORD,AORD,15.0,74.0,6068.82,6074.57,6074.38,5882.55,538.1270000083827,11914.81314285291,59451.48948275624
1970-01-01 00:00:00.000000097,6069.3,AORD,AORD,-3.600000000000364,87.0,6071.0599999999995,6055.21,6081.66,5901.616666666667,503.1830000084169,10927.0211428529,55160.17454022754
1970-01-01 00:00:00.000000098,6081.6,AORD,AORD,11.300000000000182,121.5,6065.539999999999,6036.4400000000005,6082.7733333333335,5920.546666666666,129.20300000834294,10905.629238090993,50717.56464367585
1970-01-01 00:00:00.000000099,5928.0,AORD,AORD,12.300000000000182,50.5,6040.76,6021.29,6070.506666666667,5937.546666666666,4044.4430000079115,12394.452095233868,41711.78533333104
1970-01-01 00:00:00.000000100,6011.8,AORD,AORD,-153.60000000000036,153.60000000000036,6029.740000000001,6026.48,6063.526666666668,5954.846666666666,3931.488000007724,12437.329238091015,34771.6218850552
1970-01-01 00:00:00.000000101,5915.6,AORD,AORD,83.80000000000018,93.19999999999982,6001.26,6035.039999999999,6050.133333333333,5966.783333333334,5974.928000007256,13607.715238091008,29233.04971264142
1970-01-01 00:00:00.000000102,6001.3,AORD,AORD,-96.19999999999982,136.30000000000018,5987.66,6029.36,6032.693333333333,5978.2,4586.368000007045,10218.624952376733,25868.479310342584
1970-01-01 00:00:00.000000103,6041.0,AORD,AORD,85.69999999999982,141.69999999999982,5979.54,6022.54,6017.473333333333,5990.2300000000005,3009.0580000069094,5976.593523805307,22790.500103446044
1970-01-01 00:00:00.000000104,6142.3,AORD,AORD,39.69999999999982,62.900000000000546,6022.4,6031.58,6021.660000000001,6006.28,6671.445000007532,6795.983999995787,19579.227172411578
1970-01-01 00:00:00.000000105,6163.7,AORD,AORD,101.30000000000018,103.19999999999982,6052.78,6041.26,6035.246666666667,6024.780000000001,10481.097000007954,7766.848380948161,14629.009931032275
1970-01-01 00:00:00.000000106,6125.9,AORD,AORD,21.399999999999636,80.5,6094.84,6048.05,6054.973333333332,6037.98,4901.8380000085945,4927.899238091001,11802.93544827365
1970-01-01 00:00:00.000000107,6126.7,AORD,AORD,-37.80000000000018,60.900000000000546,6119.92,6053.79,6059.546666666667,6045.873333333333,2181.9120000089947,5272.271238090997,11253.77719540009
1970-01-01 00:00:00.000000108,6034.3,AORD,AORD,0.8000000000001819,74.5,6118.58,6049.0599999999995,6054.553333333332,6050.8533333333335,2455.2720000089616,5114.981238091,10339.208781606983
1970-01-01 00:00:00.000000109,6074.9,AORD,AORD,-92.39999999999964,97.0,6105.099999999999,6063.75,6056.086666666667,6054.756666666667,2564.460000008758,5141.529809519569,10044.803229882848
1970-01-01 00:00:00.000000110,6036.3,AORD,AORD,40.599999999999454,83.59999999999945,6079.62,6066.2,6054.046666666667,6060.2266666666665,2077.792000008384,5156.684095233858,8876.392367813885
1970-01-01 00:00:00.000000111,6089.3,AORD,AORD,-38.599999999999454,59.5,6072.3,6083.57,6056.133333333333,6065.256666666667,1498.7800000082912,5239.67380951957,8367.581850572515
1970-01-01 00:00:00.000000112,6045.5,AORD,AORD,53.0,88.39999999999964,6056.06,6087.99,6054.546666666666,6068.1033333333335,608.828000008084,5232.6698095195725,7991.350678158733
1970-01-01 00:00:00.000000113,6160.4,AORD,AORD,-43.80000000000018,63.69999999999982,6081.28,6099.93,6059.8,6071.286666666667,2417.1020000083836,5951.175714281469,8274.26119540012
1970-01-01 00:00:00.000000114,6123.0,AORD,AORD,114.89999999999964,114.89999999999964,6090.9,6098.0,6072.8,6071.653333333334,2726.3850000084844,4814.604285710031,8309.18050574495
1970-01-01 00:00:00.000000115,6144.9,AORD,AORD,-37.399999999999636,83.89999999999964,6112.62,6096.12,6081.673333333333,6072.6,2120.3970000087133,4835.773523805258,8423.903448273686
1970-01-01 00:00:00.000000116,6112.3,AORD,AORD,21.899999999999636,47.099999999999454,6117.219999999999,6094.76,6094.786666666667,6072.46,1958.0170000087685,2748.505523805253,8411.775586204722
1970-01-01 00:00:00.000000117,6268.8,AORD,AORD,-32.599999999999454,50.30000000000018,6161.879999999999,6108.97,6112.62,6072.656666666667,3923.057000009284,3946.3959999957156,8490.425298848406
1970-01-01 00:00:00.000000118,6192.6,AORD,AORD,156.5,160.0,6168.320000000001,6124.8,6122.7266666666665,6070.1,4106.597000009356,3927.482095233795,7646.346206894375
1970-01-01 00:00:00.000000119,6213.9,AORD,AORD,-76.19999999999982,95.5,6186.5,6138.7,6127.5,6074.58,3699.3650000095263,4469.459999995686,8335.586482756458
1970-01-01 00:00:00.000000120,6148.0,AORD,AORD,21.299999999999272,50.0,6187.12,6149.870000000001,6126.453333333334,6080.85,3636.8070000095327,4404.701238090927,8027.297068963378
1970-01-01 00:00:00.000000121,6169.6,AORD,AORD,-65.89999999999964,81.09999999999945,6198.58,6157.9,6129.366666666667,6092.17,2149.872000009619,4528.559523805203,5996.4890689634385
1970-01-01 00:00:00.000000122,6146.8,AORD,AORD,21.600000000000364,32.0,6174.18,6168.030000000001,6130.706666666666,6095.126666666666,843.2520000094214,4547.836380948055,6050.330988503689
1970-01-01 00:00:00.000000123,6128.0,AORD,AORD,-22.800000000000182,93.5,6161.26,6164.789999999999,6136.953333333334,6095.753333333333,1082.9180000093017,3842.6769523766006,6080.359126434728
1970-01-01 00:00:00.000000124,6177.5,AORD,AORD,-18.800000000000182,52.19999999999982,6153.9800000000005,6170.24,6143.793333333333,6099.9400000000005,389.86200000924913,3634.936380947991,6226.343862066946
1970-01-01 00:00:00.000000125,6058.3,AORD,AORD,49.5,63.600000000000364,6136.04,6161.58,6145.259999999999,6099.653333333334,2267.283000009083,3329.366857138458,6248.4053333313095
1970-01-01 00:00:00.000000126,6053.9,AORD,AORD,-119.19999999999982,153.89999999999964,6112.9,6155.74,6142.9,6099.516666666666,3003.1350000088623,3695.9085714241837,6260.743505745101
1970-01-01 00:00:00.000000127,6166.5,AORD,AORD,-4.400000000000546,82.80000000000018,6116.84,6145.51,6150.966666666666,6102.756666666667,3414.6680000089054,2988.3466666622567,6373.115643676166
1970-01-01 00:00:00.000000128,6135.9,AORD,AORD,112.60000000000036,134.80000000000018,6118.42,6139.84,6149.333333333333,6104.566666666667,3471.2320000089194,2995.3466666622626,6392.1705747106635
1970-01-01 00:00:00.000000129,6180.3,AORD,AORD,-30.600000000000364,67.0,6118.9800000000005,6136.48,6153.153333333334,6112.9766666666665,3555.512000008942,2998.675523805109,5441.753574710731
1970-01-01 00:00:00.000000130,6144.9,AORD,AORD,44.400000000000546,50.80000000000018,6136.3,6136.17,6153.153333333334,6117.413333333334,2427.980000009153,2998.675523805109,5103.541885055596
1970-01-01 00:00:00.000000131,6247.1,AORD,AORD,-35.400000000000546,46.900000000000546,6174.94,6143.92,6162.14,6128.463333333333,1933.3880000095999,3423.3597142812787,4152.746540228108
1970-01-01 00:00:00.000000132,6272.1,AORD,AORD,102.20000000000073,116.20000000000073,6196.0599999999995,6156.45,6162.36,6137.49,3718.028000009879,3474.36828570985,4222.282999998301
1970-01-01 00:00:00.000000133,6257.0,AORD,AORD,25.0,72.59999999999945,6220.280000000001,6169.35,6166.653333333334,6144.69,3008.3820000101623,4029.066952376503,4340.1147241362905
1970-01-01 00:00:00.000000134,6223.9,AORD,AORD,-15.100000000000364,54.099999999999454,6229.0,6173.99,6167.320000000001,6147.41,2517.010000010271,4103.228857138404,4548.616793101829
1970-01-01 00:00:00.000000135,6261.7,AORD,AORD,-33.100000000000364,77.30000000000018,6252.36,6194.33,6174.9,6150.676666666666,334.0180000105225,4651.2628571383775,4978.848057469671
1970-01-01 00:00:00.000000136,6218.5,AORD,AORD,37.80000000000018,48.0,6246.639999999999,6210.79,6178.160000000001,6153.763333333333,572.8280000104511,4773.652571424081,5106.444471262797
1970-01-01 00:00:00.000000137,6268.7,AORD,AORD,-43.19999999999982,61.69999999999982,6245.96,6221.01,6186.286666666667,6158.496666666668,531.8580000104367,5218.181238090724,5513.543781607658
1970-01-01 00:00:00.000000138,6314.1,AORD,AORD,50.19999999999982,65.10000000000036,6257.38,6238.83,6198.693333333334,6167.823333333333,1499.1320000105993,5977.4692380907145,5726.577712642213
1970-01-01 00:00:00.000000139,6271.7,AORD,AORD,45.400000000000546,70.69999999999982,6266.94,6247.97,6204.973333333333,6174.383333333333,1155.928000010716,6283.843523804989,5756.391781607773
1970-01-01 00:00:00.000000140,6270.7,AORD,AORD,-42.400000000000546,63.30000000000018,6268.74,6260.55,6219.133333333333,6182.196666666668,1148.5480000107377,4840.939523804968,5355.648609194041
1970-01-01 00:00:00.000000141,6300.3,AORD,AORD,-1.0,56.80000000000018,6285.1,6265.870000000001,6235.56,6189.23,431.98000001093953,3072.256857138262,5487.875275860766
1970-01-01 00:00:00.000000142,6332.0,AORD,AORD,29.600000000000364,43.400000000000546,6297.76,6271.860000000001,6246.593333333334,6198.78,714.2980000111029,3265.4978095191914,5384.043724136709
1970-01-01 00:00:00.000000143,6294.5,AORD,AORD,31.699999999999818,69.59999999999945,6293.839999999999,6275.610000000001,6257.166666666667,6203.25,630.9980000110497,2434.4338095191656,5628.52189655054
1970-01-01 00:00:00.000000144,6310.6,AORD,AORD,-37.5,73.10000000000036,6301.620000000001,6284.280000000001,6265.853333333333,6209.503333333333,503.01700001114864,2135.4883809477187,5763.378264366697
1970-01-01 00:00:00.000000145,6260.8,AORD,AORD,16.100000000000364,48.100000000000364,6299.64,6284.19,6273.58,6213.366666666667,675.6730000111123,1028.367428566743,5694.757471263285
1970-01-01 00:00:00.000000146,6245.9,AORD,AORD,-49.80000000000018,68.30000000000018,6288.76,6286.929999999999,6273.5,6217.820000000001,1249.5930000109747,1033.0028571381729,5358.5154482748185
1970-01-01 00:00:00.000000147,6143.2,AORD,AORD,-14.900000000000546,31.5,6251.0,6274.38,6264.906666666667,6213.633333333333,4296.825000010484,2166.463523804847,5442.768505746051
1970-01-01 00:00:00.000000148,6251.8,AORD,AORD,-102.69999999999982,148.89999999999964,6242.460000000001,6268.15,6264.56,6215.606666666666,3732.758000010364,2174.1397142810374,5473.715816090894
1970-01-01 00:00:00.000000149,6301.0,AORD,AORD,108.60000000000036,120.10000000000036,6240.539999999999,6271.08,6269.7,6218.509999999999,3424.118000010325,2122.592857138173,5716.344379309306
1970-01-01 00:00:00.000000150,6108.8,AORD,AORD,49.19999999999982,64.39999999999964,6210.14,6254.89,6259.506666666666,6217.203333333334,6505.158000009905,3855.896380947703,5958.1858505736645
1970-01-01 00:00:00.000000151,6129.9,AORD,AORD,-192.19999999999982,199.0,6186.9400000000005,6237.85,6253.6,6215.88,7122.278000009626,4898.254285709631,6141.056827585156
1970-01-01 00:00:00.000000152,6190.2,AORD,AORD,21.099999999999454,90.19999999999982,6196.34,6223.67,6248.366666666667,6217.326666666666,6536.18800000974,5139.7352380905995,5997.0785747116015
1970-01-01 00:00:00.000000153,6058.9,AORD,AORD,60.30000000000018,80.60000000000036,6157.76,6200.11,6231.353333333333,6215.0233333333335,8629.153000009235,7085.088380947786,6581.926678159869
1970-01-01 00:00:00.000000154,6090.0,AORD,AORD,-131.30000000000018,157.69999999999982,6115.56,6178.05,6219.24,6212.1066666666675,2421.5330000086838,8238.796857138299,7063.568919539169
1970-01-01 00:00:00.000000155,6038.9,AORD,AORD,31.100000000000364,81.40000000000055,6101.58,6155.859999999999,6203.786666666667,6211.46,3634.9970000085104,10116.818380947892,7281.896965516185
1970-01-01 00:00:00.000000156,6078.5,AORD,AORD,-51.100000000000364,74.10000000000036,6091.3,6139.12,6189.0,6212.28,3435.565000008368,10338.407142852726,7034.76027586101
1970-01-01 00:00:00.000000157,6079.3,AORD,AORD,39.600000000000364,42.400000000000546,6069.12,6132.73,6172.153333333334,6209.373333333333,411.3220000080403,9433.259809519495,7563.533057470197
1970-01-01 00:00:00.000000158,6146.9,AORD,AORD,0.8000000000001819,31.5,6086.719999999999,6122.24,6162.3133333333335,6209.74,1510.4420000082835,8305.8769523767,7511.827999998933
1970-01-01 00:00:00.000000159,6069.2,AORD,AORD,67.59999999999945,69.80000000000018,6082.5599999999995,6099.0599999999995,6146.22,6206.036666666667,1562.8580000082218,7077.035999995845,8148.839643677089
1970-01-01 00:00:00.000000160,6057.6,AORD,AORD,-77.69999999999982,78.10000000000036,6086.3,6093.94,6132.673333333334,6203.126666666667,1224.575000008267,6503.624952376873,8770.9675402288
