Date,Price,OpenClose_spread,Highlow_spread,5_Days_MA,10_Days_MA,15_Days_MA,30_Days_MA,5_Days_VAR,15_Days_VAR,30_Days_VAR
2020-03-25,830.6,48.200000000000045,48.80000000000007,812.92,896.22,1010.4000000000001,1268.4666666666667,1181.4519999993527,36917.29999999989,92075.88229885054
2020-03-26,892.5,24.600000000000023,65.5,827.0200000000001,879.15,979.2733333333333,1244.993333333333,2495.5719999993694,28172.04066666654,92664.98202298845
2020-03-27,877.8,61.700000000000045,66.30000000000007,832.9399999999999,862.6600000000001,950.4666666666667,1220.5833333333333,2984.2679999993734,20210.289523809384,92101.27936781602
2020-03-30,888.5,-14.700000000000045,65.80000000000007,859.0799999999999,857.46,931.4599999999999,1196.3899999999999,1490.3669999993988,16541.188285714143,89953.24506896544
2020-03-31,942.7,10.700000000000045,18.700000000000045,886.4200000000001,857.1300000000001,914.8133333333334,1173.6966666666665,1599.7269999994287,11389.758380952233,85349.31550574703
2020-04-01,959.9,54.200000000000045,69.60000000000002,912.28,862.6,901.5733333333334,1152.1266666666666,1334.6619999994527,7105.48352380937,79969.98064367803
2020-04-02,965.5,17.199999999999932,18.299999999999955,926.8799999999999,876.95,895.0600000000001,1130.7233333333331,1678.4919999994654,5485.989714285556,73543.44529885042
2020-04-03,966.5,5.600000000000023,27.699999999999932,944.6200000000001,888.78,889.98,1109.4233333333332,1075.3319999994783,4265.918857142696,66231.22874712627
2020-04-06,996.5,1.0,39.60000000000002,966.22,912.65,893.7133333333334,1089.1966666666665,377.651999999495,4879.145523809364,57836.88309195384
2020-04-07,1023.8,30.0,30.0,982.4399999999999,934.4300000000001,898.9,1071.8833333333334,739.357999999509,5863.797142856985,50566.71591954003
2020-04-08,1023.9,27.299999999999955,47.40000000000009,995.24,953.76,906.8133333333333,1055.26,837.2779999995219,6909.939809523656,43355.22731034463
2020-04-09,1076.7,0.10000000000002274,14.899999999999977,1017.4799999999999,972.18,923.7933333333333,1042.4333333333334,1656.8219999995467,8148.752095237952,37510.15954022968
2020-04-13,1076.7,52.80000000000007,52.89999999999998,1039.52,992.07,939.0266666666668,1030.3433333333332,1276.6319999995721,9161.986380952249,31965.56047126415
2020-04-14,1125.0,0.0,0.0,1065.22,1015.72,963.5066666666667,1022.2666666666667,1815.0469999996017,8644.409238095117,28291.874712643457
2020-04-15,1140.3,48.299999999999955,51.200000000000045,1088.52,1035.48,985.7933333333333,1015.35,2116.7819999996273,8572.773523809412,25068.588793103227
2020-04-16,1099.8,15.299999999999955,36.200000000000045,1103.7,1049.47,1003.7399999999999,1007.0699999999999,816.6149999996431,7435.723999999894,21423.275965517012
2020-04-17,1139.6,-40.5,45.299999999999955,1116.28,1066.88,1020.2133333333333,999.7433333333335,758.7469999996576,7579.512666666561,17692.840471264135
2020-04-20,1130.1,39.799999999999955,42.100000000000136,1126.9599999999998,1083.24,1037.0333333333333,993.75,272.2729999996729,6690.215238095137,14924.499137930792
2020-04-21,1077.5,-9.5,23.600000000000136,1117.4599999999998,1091.34,1049.6333333333334,990.5466666666667,770.072999999657,5061.215238095144,14040.36809195378
2020-04-22,1063.7,-52.90000000000009,57.09999999999991,1102.14,1095.33,1057.7,986.2566666666667,1068.8129999996283,4188.862857142769,12800.868747126191
2020-04-23,1079.8,-13.799999999999955,31.299999999999955,1098.1399999999999,1100.9199999999998,1065.6933333333334,983.6333333333333,1172.2129999996207,3472.0892380951527,12072.459540229636
2020-04-24,1093.0,16.0,28.700000000000045,1088.82,1102.55,1074.1933333333334,984.6266666666667,640.5069999996036,2730.889238095155,12265.584091953775
2020-04-27,1116.7,13.200000000000045,17.700000000000045,1086.14,1106.55,1084.2066666666665,987.0933333333334,399.8429999996022,1924.1006666665876,12744.491678160673
2020-04-28,1130.6,23.600000000000136,25.800000000000182,1096.76,1107.1100000000001,1093.1466666666668,993.43,734.3729999996201,1442.7455238094492,13338.237344827345
2020-04-29,1157.0,13.799999999999955,23.700000000000045,1115.42,1108.78,1102.0266666666669,1000.4633333333333,933.1019999996513,1305.9935238094545,14132.082402298613
2020-04-30,1185.8,26.40000000000009,26.40000000000009,1136.6200000000001,1117.3799999999999,1112.82,1009.8166666666667,1292.441999999678,1246.475999999935,14913.117988505515
2020-05-01,1151.4,28.799999999999955,29.5,1148.3,1118.56,1117.8,1020.7966666666667,700.8499999996963,1233.029999999939,14263.253436781384
2020-05-04,1144.8,-34.5,36.80000000000018,1153.9199999999998,1120.0300000000002,1122.34,1030.6833333333334,414.7919999997076,1142.3597142856559,13665.144195402077
2020-05-05,1169.3,-6.7000000000000455,19.899999999999864,1161.66,1129.21,1125.2933333333333,1044.4,263.0879999997174,1290.0263809523242,11565.311724137713
2020-05-06,1184.7,24.399999999999864,25.09999999999991,1167.2,1141.31,1128.2533333333333,1057.0233333333333,352.0049999997245,1516.635523809469,10119.417712643464
2020-05-07,1195.1,15.400000000000091,15.400000000000091,1169.06,1152.8400000000001,1134.6066666666666,1069.1733333333332,455.79299999972636,1734.7363809523288,8856.278574712427
2020-05-08,1226.4,10.399999999999864,14.299999999999955,1184.06,1166.18,1140.3933333333334,1080.3033333333333,918.5429999997472,2298.9363809523347,8504.22516091932
2020-05-11,1253.2,31.200000000000045,31.200000000000045,1205.74,1179.83,1148.6,1092.8166666666666,1140.762999999775,3128.1614285713877,7958.989022988282
2020-05-12,1222.4,26.799999999999955,28.299999999999955,1216.3600000000001,1189.01,1158.26,1103.9466666666667,737.202999999786,3056.1254285713944,6970.376367815865
2020-05-13,1220.4,-30.799999999999955,34.0,1223.5,1195.35,1168.7066666666665,1113.2033333333334,426.96999999979226,2576.324952380924,6452.801022988275
2020-05-14,1188.5,-2.0,20.199999999999818,1222.1799999999998,1195.6200000000001,1175.9533333333334,1120.8233333333335,529.4019999997906,1983.4440952380687,5777.826678160683
2020-05-15,1200.9,-32.09999999999991,36.0,1217.0800000000002,1200.5700000000002,1183.1466666666668,1128.6699999999998,605.6469999997879,1480.9383809523586,5103.338034482515
2020-05-18,1238.6,12.400000000000091,24.09999999999991,1214.16,1209.95,1191.2733333333333,1137.7400000000002,384.6029999997859,1314.4578095237944,4528.081103448021
2020-05-19,1254.4,37.59999999999991,38.90000000000009,1220.56,1218.46,1199.5266666666669,1146.3366666666666,721.242999999788,1263.1692380952306,4233.037574712382
2020-05-20,1292.1,15.700000000000045,23.899999999999864,1234.9,1229.2,1208.5333333333333,1155.28,1743.684999999789,1659.2052380952387,4365.1830344824875
2020-05-21,1287.5,37.69999999999982,37.799999999999955,1254.7,1238.44,1215.3133333333333,1164.0666666666666,1407.0849999997972,2018.448380952388,4292.950574712364
2020-05-22,1279.9,-4.7999999999999545,23.800000000000182,1270.5,1243.79,1223.88,1170.84,530.18499999981,1945.9988571428753,4444.953517241095
2020-05-25,1317.3,-7.899999999999864,24.299999999999955,1286.2400000000002,1250.2,1235.38,1178.8600000000001,513.6579999998169,1980.991714285746,4812.490758620399
2020-05-26,1332.1,36.5,36.5,1301.78,1261.1699999999998,1246.2333333333333,1185.7633333333333,484.13199999982436,2211.0823809524227,5472.901712643381
2020-05-27,1329.8,14.799999999999955,22.0,1309.3200000000002,1272.1100000000001,1255.9066666666668,1192.0800000000002,585.9219999998259,2339.184952381003,6075.751310344523
2020-05-28,1337.3,-2.6000000000001364,26.09999999999991,1319.28,1286.99,1265.3866666666665,1199.9966666666664,538.6119999998273,2451.99695238101,6444.4768850571545
2020-05-29,1347.2,7.2999999999999545,27.59999999999991,1332.74,1301.6200000000001,1273.44,1206.9166666666667,119.33299999982997,2752.0411428572083,7016.355229884729
2020-06-01,1369.6,9.900000000000091,11.100000000000136,1343.1999999999998,1314.7199999999998,1281.2,1214.9,262.6349999998306,3318.7428571429277,7659.564137930692
2020-06-02,1388.9,22.399999999999864,24.200000000000045,1354.56,1328.17,1292.3,1225.28,592.642999999834,3768.2928571429375,7941.112689654817
2020-06-03,1392.6,19.100000000000136,20.0,1367.12,1338.2199999999998,1303.78,1236.2433333333333,603.9469999998335,3976.4088571429425,7881.872885057099
2020-06-04,1386.8,3.699999999999818,13.0,1377.02,1348.15,1317.0,1246.4766666666667,355.951999999836,3332.2171428572337,7711.223229884668
