Date,Price,OpenClose_spread,Highlow_spread,5_Days_MA,10_Days_MA,15_Days_MA,30_Days_MA,5_Days_VAR,15_Days_VAR,30_Days_VAR
2020-02-27,6613.5,-159.0,176.70000000000073,6825.040000000001,6956.540000000001,6974.326666666667,,38494.082999999766,24586.109238095138,
2020-02-28,6395.6,-50.100000000000364,96.40000000000055,6685.68,6887.8,6935.606666666666,,42451.90699999947,46902.65780952361,
2020-03-02,6346.6,-217.89999999999964,231.80000000000018,6568.38,6814.68,6894.34,,38692.44199999914,69794.45685714253,
2020-03-04,6282.5,-49.0,196.10000000000036,6460.360000000001,6736.339999999999,6845.933333333333,,28381.932999998833,93090.51095238056,
2020-03-05,6351.9,-109.39999999999964,124.29999999999927,6398.02,6661.75,6799.946666666667,,16138.356999998601,105520.7069523805,
2020-03-06,6173.5,69.39999999999964,120.5,6310.0199999999995,6567.530000000001,6741.033333333334,,7452.756999998257,125106.02380952322,
2020-03-09,5719.4,-178.39999999999964,178.39999999999964,6174.780000000001,6430.2300000000005,6650.126666666667,,69967.44699999789,182451.247809523,
2020-03-10,5895.2,-454.10000000000036,454.10000000000036,6084.5,6326.4400000000005,6571.286666666667,,71940.06499999766,203435.07695237995,
2020-03-11,5683.3,175.80000000000018,395.89999999999964,5964.660000000001,6212.51,6479.113333333334,,84427.39299999738,233180.72838095116,
2020-03-12,5266.1,-211.89999999999964,245.39999999999964,5747.5,6072.76,6357.0,,109987.12499999678,294963.09714285546,
2020-03-13,5490.0,-417.1999999999998,432.5,5610.8,5960.410000000001,6248.62,,57836.07499999651,294953.80742856936,
2020-03-16,4958.7,223.89999999999964,652.8000000000002,5458.66,5816.719999999999,6106.373333333333,,132262.9629999965,341269.3220952354,
2020-03-17,5241.6,-531.3000000000002,531.3000000000002,5327.9400000000005,5706.219999999999,5993.6066666666675,,75040.28299999645,332241.5449523777,
2020-03-18,4910.4,282.90000000000055,298.60000000000036,5173.360000000001,5569.01,5866.126666666666,6442.13,57186.29299999631,349551.50780951994,515116.7642413786
2020-03-19,4736.8,-331.2000000000007,395.10000000000036,5067.5,5407.5,5737.673333333333,6368.963333333334,88674.34999999608,377545.1592380907,601591.6906781599
2020-03-20,4773.0,-173.59999999999945,358.09999999999945,4924.1,5267.45,5614.973333333332,6294.65,40025.899999995796,373094.654952376,669873.8563793092
2020-03-23,4500.0,36.19999999999982,229.30000000000018,4832.36,5145.51,5488.6,6212.1033333333335,74171.52799999557,401254.2442857087,757858.9251609183
2020-03-24,4687.8,-273.0,413.39999999999964,4721.6,5024.7699999999995,5378.013333333333,6136.176666666666,22191.859999995126,381373.921238089,812438.1549540214
2020-03-25,4946.1,187.80000000000018,187.80000000000018,4728.74,4951.05,5288.92,6067.426666666667,25816.837999995278,327758.82599999325,830140.3316781592
2020-03-26,5062.3,258.3000000000002,286.59999999999945,4793.84,4930.67,5202.946666666668,6001.446666666667,48318.6529999956,242798.74980951665,827742.7549885038
2020-03-27,4798.2,116.19999999999982,176.0,4798.88,4861.49,5111.26,5926.1466666666665,48183.076999995625,178209.42257142093,833366.3667126414
2020-03-30,5127.4,-264.10000000000036,387.8000000000002,4924.36,4878.36,5071.793333333333,5860.96,33150.57299999618,150142.42066665884,804821.7997241354
2020-03-31,5029.6,329.1999999999998,338.5,4992.72,4857.16,5014.086666666667,5792.6866666666665,16087.916999996583,98273.19552380136,772774.2970574684
2020-04-01,5207.8,-97.79999999999927,352.59999999999945,5045.0599999999995,4886.9,4982.386666666666,5730.75,23685.067999997,67887.83980951541,724703.1143103418
2020-04-02,5106.3,178.19999999999982,190.69999999999982,5053.86,4923.85,4971.733333333334,5664.366666666667,24451.54799999707,63113.4723809439,669148.2760919507
2020-04-03,5021.4,-101.5,190.19999999999982,5098.5,4948.69,4940.493333333334,5594.556666666667,5883.539999997393,43058.28495237224,605728.7797816057
2020-04-06,5237.1,-84.90000000000055,220.80000000000018,5120.4400000000005,5022.4,4959.053333333333,5532.713333333334,9875.522999997593,48949.494095229566,528815.0791264331
2020-04-07,5208.1,215.70000000000073,230.80000000000018,5156.14,5074.43,4956.820000000001,5475.213333333333,8140.502999997908,47672.1231428486,461404.8549885019
2020-04-08,5162.1,-29.0,230.60000000000036,5147.0,5096.030000000001,4973.600000000001,5419.863333333333,7377.76999999783,50226.518571420216,399014.5258505707
2020-04-09,5341.5,-46.0,193.5,5194.04,5123.95,5013.913333333334,5375.793333333333,13655.257999998255,54147.854095230185,343876.4213333292
2020-04-13,5341.5,179.39999999999964,179.39999999999964,5258.0599999999995,5178.280000000001,5051.813333333334,5333.3933333333325,6517.02799999883,56128.39980951631,289232.47098850156
2020-04-14,5442.9,0.0,0.0,5299.22,5209.83,5114.673333333334,5301.636666666666,12830.971999999241,41069.837809517034,249696.4065402256
2020-04-15,5422.8,101.39999999999964,129.69999999999982,5342.16,5249.15,5163.673333333334,5270.843333333334,12268.457999999744,32263.13780951764,211568.31357470833
2020-04-16,5371.4,-20.099999999999454,115.30000000000018,5384.0199999999995,5265.51,5192.026666666667,5240.473333333333,2186.477000000287,31102.676380946545,175671.4971953979
2020-04-17,5444.8,-51.400000000000546,120.30000000000018,5404.68,5299.36,5217.526666666668,5210.236666666666,2124.4970000005314,33767.790666661145,133569.85826436334
2020-04-20,5312.0,73.40000000000055,147.5,5398.780000000001,5328.42,5251.78,5181.5199999999995,3230.4520000004795,20588.57599999488,101078.138206892
2020-04-21,5180.2,-132.80000000000018,136.10000000000036,5346.24,5322.73,5255.3,5163.546666666666,11237.548000000013,19836.25142856635,90767.64257470806
2020-04-22,5179.4,-131.80000000000018,138.60000000000036,5297.5599999999995,5319.86,5265.286666666666,5139.6866666666665,13768.907999999537,16502.274095233144,71728.18533332869
2020-04-23,5177.2,-0.8000000000001819,148.5,5258.72,5321.37,5263.246666666668,5122.816666666667,14141.771999999157,16815.99695237598,61292.11247125969
2020-04-24,5203.3,-2.199999999999818,99.90000000000055,5210.42,5307.55,5269.713333333334,5120.723333333332,3337.061999998605,15268.431238090352,60803.008747121756
2020-04-27,5284.2,26.100000000000364,55.5,5204.86,5301.82,5287.233333333334,5113.863333333333,2079.6679999985436,10550.295238090577,56973.61481608724
2020-04-28,5275.3,80.89999999999964,113.0,5223.879999999999,5285.0599999999995,5289.780000000001,5124.416666666667,2715.886999998766,10373.993142852518,56926.88902298383
2020-04-29,5355.0,-8.899999999999636,99.10000000000036,5259.0,5278.280000000001,5299.573333333334,5128.196666666667,4977.614999999147,10098.520666662167,58271.99550574245
2020-04-30,5483.2,79.69999999999982,79.89999999999964,5320.2,5289.46,5320.98,5147.29,11189.414999999824,10666.103142852924,60604.937482754016
2020-05-01,5211.8,128.19999999999982,154.0,5321.9,5266.16,5312.333333333333,5163.123333333333,10707.039999999839,11407.369523805191,54678.68460919087
2020-05-04,5283.6,-271.39999999999964,271.39999999999964,5321.780000000001,5263.32,5308.473333333332,5180.1433333333325,10718.421999999828,11389.613523805141,49631.37426436337
2020-05-05,5369.9,71.80000000000018,155.19999999999982,5340.7,5282.29,5303.6066666666675,5209.139999999999,10309.75000000005,10343.002095233649,34051.665241375034
2020-05-06,5349.7,86.29999999999927,86.29999999999927,5339.64,5299.32,5298.733333333334,5231.203333333334,10277.473000000035,9454.52380951929,24857.113436777498
2020-05-07,5330.4,-20.199999999999818,61.599999999999454,5309.08,5314.64,5296.0,5244.013333333333,3979.0569999997197,9140.971428566876,22223.774988501744
2020-05-08,5359.9,-19.300000000000182,39.899999999999636,5338.7,5330.3,5290.339999999999,5253.933333333333,1162.1950000000695,7816.773999995375,21446.45747126044
2020-05-11,5430.5,29.5,64.80000000000018,5368.08,5344.93,5298.24,5275.009999999999,1431.0220000004288,9119.59685713833,14900.117482754846
2020-05-12,5372.5,70.60000000000036,98.40000000000055,5368.6,5354.65,5311.0599999999995,5283.179999999999,1434.7400000004345,8342.155428567054,14407.466482754897
2020-05-13,5389.9,-58.0,86.80000000000018,5376.639999999999,5358.14,5325.093333333334,5295.19,1378.05800000051,7336.967809519612,12433.643689651544
